time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
1644097140,169.8,169.43,169.39,245.85,41736.09,169.76,multiply,BTC
1644097080,169.39,169.1,169.18,859.79,145638.46,169.39,multiply,BTC
1644097020,169.16,169.01,168.98,39.35,6651.79,169.04,multiply,ETH
1644096960,169.01,168.86,168.87,242.64,41000.4,168.98,multiply,ETH
1644096900,168.93,168.84,168.77,215.62,36412.58,168.87,multiply,ETH
1644096840,168.89,168.8,168.85,117.71,19879.82,168.89,multiply,BTC
1644096780,168.85,168.76,168.6,156.78,26471.52,168.85,multiply,BTC
1644096720,168.74,168.34,168.49,1168.24,197124.57,168.74,multiply,ETH
1644096660,168.69,168.61,168.7,12.62,2128.85,168.69,multiply,BTC
1644096600,168.63,168.54,168.94,76.65,12918.91,168.54,multiply,ETH
1644096540,169.02,168.9,168.84,722.6,122107.18,168.98,multiply,BTC
1644096480,168.77,168.68,168.64,48.91,8253.16,168.74,multiply,ETH
1644096420,168.67,168.58,168.58,184.34,31086.79,168.64,multiply,ETH
1644096360,169.1,168.43,168.45,1320.39,222596.57,168.58,multiply,ETH
1644096300,168.46,168.38,168.34,131.88,22216.84,168.46,multiply,BTC
1644096240,168.32,168.32,168.27,13.01,2189.85,168.32,multiply,ETH
1644096180,168.33,168.24,168.39,46.09,7755.6,168.27,multiply,ETH
1644096120,168.39,168.33,168.23,4.49,756.07,168.39,multiply,ETH
1644096060,168.29,168.23,168.29,44.71,7521.44,168.23,multiply,ETH
1644096000,168.24,168.24,168.29,20.66,3475.89,168.24,multiply,BTC
1644095940,168.36,168.33,168.26,94.97,15986.03,168.33,multiply,ETH
1644095880,168.26,168.14,168.23,114.83,19321.8,168.26,multiply,ETH
1644095820,168.23,167.95,168.26,294.88,49606.27,168.23,multiply,ETH
1644095760,168.29,168.23,168.33,125.93,21188.65,168.26,multiply,ETH
1644095700,168.84,168.18,168.2,2095.31,352700.34,168.33,multiply,ETH
