time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
1644102900,0.1479,0.1477,0.1478,112586.25,16638.37,0.1478,direct,
1644102840,0.1478,0.1477,0.1477,3880.82,573.43,0.1478,direct,
1644102780,0.1478,0.1477,0.1477,46904.3,6929.3,0.1477,direct,
1644102720,0.1478,0.1477,0.1478,34754.89,5135.23,0.1477,direct,
1644102660,0.1479,0.1478,0.1479,94851.53,14017.9,0.1478,direct,
1644102600,0.148,0.1479,0.1479,105952.1,15672.0,0.1479,direct,
1644102540,0.148,0.1479,0.148,147509.1,21830.21,0.1479,direct,
1644102480,0.148,0.1479,0.148,85437.07,12637.72,0.148,direct,
1644102420,0.1481,0.1478,0.1479,200485.75,29656.2,0.148,direct,
1644102360,0.1481,0.1478,0.1481,37805.36,5592.28,0.1479,direct,
1644102300,0.1481,0.148,0.1481,22323.46,3306.07,0.1481,direct,
1644102240,0.1482,0.148,0.1481,55873.46,8270.44,0.1481,direct,
1644102180,0.1482,0.1481,0.1482,53116.92,7868.18,0.1481,direct,
1644102120,0.1482,0.148,0.148,48863.61,7238.54,0.1482,direct,
1644102060,0.1481,0.1479,0.148,54546.69,8076.35,0.148,direct,
1644102000,0.148,0.1478,0.148,13843.9,2047.52,0.148,direct,
1644101940,0.148,0.1478,0.1479,83858.5,12405.98,0.148,direct,
1644101880,0.148,0.1478,0.1479,81279.6,12014.41,0.1479,direct,
1644101820,0.148,0.1478,0.1478,7150.82,1057.73,0.1479,direct,
1644101760,0.1479,0.1478,0.1478,27140.75,4013.15,0.1478,direct,
1644101700,0.1478,0.1476,0.1477,35550.63,5252.5,0.1478,direct,
1644101640,0.1477,0.1476,0.1477,189110.03,27927.07,0.1477,direct,
1644101580,0.1477,0.1476,0.1476,19040.31,2810.97,0.1477,direct,
1644101520,0.1477,0.1476,0.1477,33138.88,4891.49,0.1476,direct,
1644101460,0.1477,0.1475,0.1476,646464.22,95469.22,0.1477,direct,
