time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
1644076980,421.97,421.5,421.92,108.14,45593.91,421.5,direct,
1644076920,422.44,421.27,421.27,153.73,64889.8,421.92,direct,
1644076860,421.5,421.0,421.5,189.37,79807.1,421.27,direct,
1644076800,422.21,421.5,421.96,133.01,56093.23,421.5,direct,
1644076740,422.11,421.84,422.08,26.05,10992.61,421.96,direct,
1644076680,422.36,422.04,422.04,173.44,73205.64,422.08,direct,
1644076620,422.15,421.82,421.82,109.71,46299.46,422.04,direct,
1644076560,422.06,421.65,421.74,194.89,82256.17,422.06,multiply,BTC
1644076500,422.15,421.74,421.94,177.16,74714.88,421.74,multiply,BTC
1644076440,422.0,421.49,422.0,76.58,32280.18,421.58,direct,
1644076380,421.94,421.94,421.98,225.24,95038.5,421.94,multiply,BTC
1644076320,421.98,421.98,422.08,344.63,145426.3,421.98,multiply,BTC
1644076260,422.23,421.62,422.23,166.95,70424.43,422.02,direct,
1644076200,422.32,421.91,422.91,120.63,50944.95,422.32,multiply,BTC
1644076140,422.91,422.91,422.82,143.05,60497.23,422.91,multiply,BTC
1644076080,422.82,422.82,422.93,203.2,85916.62,422.82,multiply,BTC
1644076020,422.93,422.51,422.91,141.03,59645.88,422.93,multiply,BTC
1644075960,422.78,422.25,422.25,106.27,44893.27,422.67,direct,
1644075900,422.83,421.96,422.77,160.11,67660.68,422.25,direct,
1644075840,423.23,422.77,423.23,116.76,49366.14,422.77,direct,
1644075780,423.3,422.7,422.7,148.65,62886.3,423.23,direct,
1644075720,422.85,422.85,422.76,52.77,22313.96,422.85,multiply,BTC
1644075660,422.76,422.76,423.39,141.63,59876.16,422.76,multiply,BTC
1644075600,423.35,422.99,422.99,39.17,16576.74,423.29,direct,
1644075540,423.14,422.95,423.03,82.98,35102.18,422.99,direct,
