time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
1644088500,167.53,167.24,167.27,428.11,71719.89,167.53,multiply,BTC
1644088440,166.93,166.69,166.66,604.61,100929.25,166.93,multiply,ETH
1644088380,166.82,166.65,166.51,52.94,8831.46,166.82,multiply,BTC
1644088320,166.55,166.43,166.5,151.26,25186.71,166.51,multiply,BTC
1644088260,166.43,166.34,166.37,372.49,61995.07,166.43,multiply,ETH
1644088200,166.59,166.51,166.49,124.06,20667.23,166.59,multiply,BTC
1644088140,166.57,166.37,166.44,181.57,30229.59,166.49,multiply,BTC
1644088080,166.49,166.24,166.36,179.0,29793.64,166.44,multiply,BTC
1644088020,166.36,166.19,166.2,721.34,119999.92,166.36,multiply,BTC
1644087960,166.2,166.03,166.1,288.92,48018.75,166.2,multiply,BTC
1644087900,166.18,166.1,166.15,102.01,16943.47,166.1,multiply,BTC
1644087840,166.15,166.03,165.88,576.39,95768.5,166.15,multiply,BTC
1644087780,165.97,165.84,166.02,475.42,78864.04,165.88,multiply,BTC
1644087720,166.11,165.98,166.16,81.74,13570.65,166.02,multiply,BTC
1644087660,166.2,166.11,166.21,214.12,35577.2,166.16,multiply,BTC
1644087600,166.21,166.04,166.1,210.61,35005.73,166.21,multiply,BTC
1644087540,166.1,166.06,166.0,358.85,59605.89,166.1,multiply,BTC
1644087480,166.05,166.0,165.95,157.27,26107.46,166.0,multiply,BTC
1644087420,165.95,165.87,165.94,64.17,10649.14,165.95,multiply,BTC
1644087360,165.81,165.78,165.69,9.019,1495.16,165.78,multiply,ETH
1644087300,165.81,165.69,165.89,14.14,2342.86,165.69,multiply,ETH
1644087240,165.65,165.6,165.61,7.208,1194.49,165.6,direct,
1644087180,165.77,165.61,165.77,75.0,12420.77,165.61,direct,
1644087120,165.99,165.78,165.97,647.2,107295.84,165.78,multiply,BTC
1644087060,166.21,166.18,166.05,4.15,689.66,166.18,multiply,ETH
