time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
1644091380,1.001,1.0,1.001,8.818,8.825,1.001,invert_divide,BTC
1644091320,1.002,1.001,1.001,41.42,41.45,1.001,invert_divide,BTC
1644091260,1.003,1.001,1.001,41.22,41.26,1.001,invert_divide,BTC
1644091200,1.001,0.9995,1.001,17.48,17.49,1.001,invert_divide,BTC
1644091140,1.001,1.0,1.001,12.7,12.71,1.001,invert_divide,BTC
1644091080,1.001,0.9997,1.001,5.41,5.414,1.001,invert_divide,BTC
1644091020,1.002,1.001,1.001,107.12,107.2,1.001,invert_divide,ETH
1644090960,1.001,1.001,1.001,7.207,7.214,1.001,invert_divide,BTC
1644090900,1.001,1.001,1.001,4.796,4.8,1.001,invert_divide,BTC
1644090840,1.001,1.0,1.001,66.38,66.44,1.001,invert_divide,ETH
1644090780,1.001,1.0,1.001,62.21,62.25,1.001,invert_divide,ETH
1644090720,1.001,1.001,1.001,115.18,115.26,1.001,invert_divide,ETH
1644090660,1.001,1.0,1.001,65.89,65.94,1.001,invert_divide,ETH
1644090600,1.001,1.001,1.001,84050.18,84101.93,1.001,direct,
1644090540,1.002,1.0,1.001,378.69,378.96,1.001,invert_divide,ETH
1644090480,1.002,1.001,1.001,5.753,5.759,1.001,invert_divide,BTC
1644090420,1.001,1.0,1.001,88.26,88.34,1.001,invert_divide,ETH
1644090360,1.001,1.001,1.001,3.134,3.136,1.001,invert_divide,BTC
1644090300,1.001,1.001,1.001,8.428,8.434,1.001,invert_divide,BTC
1644090240,1.001,1.0,1.001,318.0,318.27,1.001,invert_divide,ETH
1644090180,1.001,1.001,1.001,107.18,107.27,1.001,invert_divide,ETH
1644090120,1.001,1.001,1.001,5.525,5.53,1.001,invert_divide,BTC
1644090060,1.001,1.001,1.001,161.05,161.17,1.001,invert_divide,ETH
1644090000,1.001,1.0,1.001,340.72,341.01,1.001,invert_divide,ETH
1644089940,1.001,1.001,1.001,5.491,5.495,1.001,invert_divide,BTC
