time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
1644091380,0.211,0.2108,0.2108,42764.9,9019.49,0.211,direct,
1644091320,0.2114,0.2108,0.2114,41771.92,8824.06,0.2108,direct,
1644091260,0.212,0.2114,0.212,41507.83,8782.08,0.2114,direct,
1644091200,0.212,0.2115,0.2116,36804.31,7791.67,0.212,direct,
1644091140,0.2117,0.2113,0.2117,39761.45,8408.59,0.2116,direct,
1644091080,0.2117,0.2114,0.2115,70610.02,14934.47,0.2117,direct,
1644091020,0.2117,0.2115,0.2117,35154.1,7440.73,0.2115,direct,
1644090960,0.2119,0.2117,0.2119,49239.61,10424.12,0.2117,direct,
1644090900,0.212,0.2119,0.212,26101.93,5532.39,0.2119,direct,
1644090840,0.212,0.2117,0.2117,19482.82,4126.76,0.212,direct,
1644090780,0.2117,0.2116,0.2116,49665.64,10510.66,0.2117,direct,
1644090720,0.2116,0.2115,0.2116,9974.95,2110.46,0.2116,direct,
1644090660,0.2116,0.2113,0.2116,214710.49,45364.07,0.2116,direct,
1644090600,0.2117,0.2116,0.2116,34688.02,7340.4,0.2116,direct,
1644090540,0.2118,0.2115,0.2117,29107.67,6157.64,0.2116,direct,
1644090480,0.212,0.2117,0.212,63398.67,13426.21,0.2117,direct,
1644090420,0.2121,0.2119,0.212,118247.56,25074.15,0.212,direct,
1644090360,0.212,0.2119,0.212,15095.26,3199.64,0.212,direct,
1644090300,0.212,0.2118,0.2118,28088.57,5953.92,0.212,direct,
1644090240,0.2119,0.2118,0.2118,23476.25,4973.35,0.2118,direct,
1644090180,0.212,0.2118,0.2119,37055.29,7852.18,0.2118,direct,
1644090120,0.2119,0.2118,0.2118,28596.5,6057.91,0.2119,direct,
1644090060,0.212,0.2118,0.212,57236.65,12123.92,0.2118,direct,
1644090000,0.212,0.2118,0.212,32333.3,6854.82,0.212,direct,
1644089940,0.212,0.2119,0.212,29813.57,6320.89,0.212,direct,
