time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
1644079860,41446.38,41430.26,41433.95,9.613,398328.12,41431.35,direct,
1644079800,41440.94,41429.03,41434.62,13.98,579384.23,41433.95,direct,
1644079740,41468.31,41433.94,41467.58,25.57,1059703.27,41434.62,direct,
1644079680,41493.12,41465.75,41493.12,34.63,1436364.24,41467.58,direct,
1644079620,41498.79,41477.33,41477.33,7.737,320993.94,41493.12,direct,
1644079560,41506.94,41474.82,41498.69,16.91,701456.0,41477.33,direct,
1644079500,41536.37,41482.06,41534.88,65.19,2705371.01,41498.69,direct,
1644079440,41570.47,41529.02,41568.69,27.96,1161916.58,41534.88,direct,
1644079380,41596.49,41562.3,41580.59,14.4,598783.24,41568.69,direct,
1644079320,41609.64,41575.7,41607.51,12.45,517981.97,41580.59,direct,
1644079260,41625.23,41604.57,41604.57,9.111,379167.79,41607.51,direct,
1644079200,41619.21,41587.75,41619.21,9.928,412962.51,41604.57,direct,
1644079140,41621.99,41589.0,41602.74,13.57,564615.26,41619.21,direct,
1644079080,41607.16,41581.18,41588.85,5.193,215991.42,41602.74,direct,
1644079020,41676.89,41580.97,41676.89,32.89,1368737.58,41588.85,direct,
1644078960,41688.0,41674.37,41683.69,6.739,280896.04,41676.89,direct,
1644078900,41688.86,41674.56,41681.74,5.92,246824.59,41683.69,direct,
1644078840,41701.91,41669.38,41696.25,7.432,309785.85,41681.74,direct,
1644078780,41706.95,41644.0,41644.0,17.5,729388.77,41696.25,direct,
1644078720,41651.54,41633.48,41635.23,5.539,230636.54,41644.0,direct,
1644078660,41638.42,41623.32,41626.16,5.912,246117.7,41635.23,direct,
1644078600,41641.48,41624.04,41639.43,8.283,344844.68,41626.16,direct,
1644078540,41642.31,41630.88,41637.04,4.323,179984.08,41639.43,direct,
1644078480,41695.83,41630.6,41675.63,34.54,1438878.97,41637.04,direct,
1644078420,41687.88,41653.67,41666.34,16.89,703695.71,41675.63,direct,
