time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
1644102900,0.671,0.6704,0.6704,13040.8,8757.31,0.6709,direct,
1644102840,0.6705,0.6704,0.6705,52482.29,35177.64,0.6704,direct,
1644102780,0.6707,0.6705,0.6706,688.28,461.29,0.6705,direct,
1644102720,0.6708,0.6705,0.6705,9820.83,6585.38,0.6706,direct,
1644102660,0.6706,0.6704,0.6706,4866.39,3262.41,0.6705,direct,
1644102600,0.671,0.6706,0.6707,5934.21,3978.67,0.6706,direct,
1644102540,0.6707,0.6703,0.6703,7883.13,5287.55,0.6707,direct,
1644102480,0.6703,0.6701,0.6701,9394.19,6297.54,0.6703,direct,
1644102420,0.6703,0.6701,0.6703,12333.1,8263.2,0.6701,direct,
1644102360,0.6708,0.67,0.6708,12089.97,8097.6,0.6703,direct,
1644102300,0.6708,0.6707,0.6708,38186.06,25615.82,0.6708,direct,
1644102240,0.6708,0.6706,0.6706,2584.99,1732.63,0.6708,direct,
1644102180,0.6709,0.6703,0.6703,11055.97,7415.07,0.6706,direct,
1644102120,0.6703,0.6682,0.6682,111732.57,74852.48,0.6703,direct,
1644102060,0.6682,0.6676,0.6676,30579.28,20441.93,0.6682,direct,
1644102000,0.6676,0.6672,0.6672,11168.57,7459.83,0.6676,direct,
1644101940,0.6672,0.6671,0.6671,12658.33,8452.25,0.6672,direct,
1644101880,0.6671,0.667,0.667,576.69,385.32,0.6671,direct,
1644101820,0.6671,0.667,0.6671,186.3,124.27,0.667,direct,
1644101760,0.6671,0.667,0.667,4633.97,3091.79,0.6671,direct,
1644101700,0.667,0.6667,0.6667,290.0,193.2,0.667,direct,
1644101640,0.667,0.6666,0.667,674.31,449.68,0.6667,direct,
1644101580,0.6672,0.667,0.6672,18338.86,12228.68,0.667,direct,
1644101520,0.6672,0.6672,0.6672,845.21,563.39,0.6672,direct,
1644101460,0.6673,0.6672,0.6673,10004.84,6672.73,0.6672,direct,
