time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
1644085620,3021.13,3017.12,3019.7,211.94,639794.59,3017.12,direct,
1644085560,3020.03,3017.59,3019.91,68.59,207031.39,3019.7,direct,
1644085500,3022.37,3019.49,3022.37,64.79,195652.44,3019.91,direct,
1644085440,3023.29,3020.4,3023.22,100.35,303198.58,3022.37,direct,
1644085380,3028.44,3023.21,3023.91,353.73,1070790.82,3023.22,direct,
1644085320,3023.91,3019.12,3019.16,112.14,338955.32,3023.91,direct,
1644085260,3019.43,3017.4,3017.76,64.74,195426.66,3019.16,direct,
1644085200,3017.81,3016.21,3017.14,84.06,253616.73,3017.76,direct,
1644085140,3017.97,3015.37,3017.4,92.89,280213.41,3017.14,direct,
1644085080,3018.39,3014.99,3018.37,166.32,501532.17,3017.4,direct,
1644085020,3018.37,3015.32,3015.48,86.54,261108.58,3018.37,direct,
1644084960,3021.67,3015.28,3021.67,228.78,690689.45,3015.48,direct,
1644084900,3023.36,3021.67,3022.0,54.76,165520.21,3021.67,direct,
1644084840,3022.88,3020.55,3021.25,181.01,546884.77,3022.0,direct,
1644084780,3023.22,3020.78,3022.3,47.53,143621.2,3021.25,direct,
1644084720,3023.29,3021.32,3021.66,122.28,369597.15,3022.3,direct,
1644084660,3022.89,3021.03,3021.97,190.7,576457.44,3021.66,direct,
1644084600,3023.84,3018.89,3023.42,568.61,1718568.34,3021.97,direct,
1644084540,3025.07,3023.19,3024.61,286.58,866849.37,3023.42,direct,
1644084480,3024.75,3014.66,3014.66,366.26,1107040.86,3024.61,direct,
1644084420,3015.4,3013.89,3014.42,298.71,900919.79,3014.66,direct,
1644084360,3015.44,3013.04,3014.84,48.17,145194.21,3014.42,direct,
1644084300,3016.35,3013.92,3016.16,69.26,208781.01,3014.84,direct,
1644084240,3016.55,3013.01,3014.82,120.15,362307.38,3016.16,direct,
1644084180,3015.33,3013.28,3013.51,55.11,166124.37,3014.82,direct,
