,id,Coin_Name,Symbol,num_market_pairs,Launch_Date,Circulating_supply,Total_supply,cmc_rank,last_updated,Price,Volume_24h,Volume_change_24h,Percent_change_1h,Percent_change_24h,Percent_change_7d,Percent_change_30d,Percent_change_60d,Percent_change_90d,Market_cap,Market_cap_dominance,Fully_diluted_market_cap,Last_updated
82,5647,Kadena,KDA,16,2020-05-31 00:00:00,167816065.8932,1000000000.0,83,2022-01-28T01:53:00.000Z,5.583598534031725,44300310.99390727,-36.8554,-1.74481358,0.36788294,-19.44276639,-57.56078723,-68.28828403,-19.9723156,937017539.508243,0.0565,5583598534.03,2022-01-28 01:53:00
83,3822,Theta Fuel,TFUEL,28,2019-03-28 00:00:00,5301214400.0,5301214400.0,84,2022-01-28T01:53:00.000Z,0.17628818437534202,159496831.92814106,-26.4728,-0.34868943,10.09948085,-3.40004807,-13.85850469,-41.56949631,-49.2192035,934541461.5604181,0.0563,934541461.56,2022-01-28 01:53:00
84,8677,Symbol,XYM,34,2021-03-03 00:00:00,5582460004.558402,7967988929.50477,85,2022-01-28T01:53:00.000Z,0.16067654526965702,6331053.76839639,-31.9334,-0.34243417,1.43265923,-7.73735633,-24.79139266,-54.76651366,-57.45488652,896970387.6384778,0.0541,1446088907.27,2022-01-28 01:53:00
85,5864,yearn.finance,YFI,253,2020-07-18 00:00:00,36637.72122588,36666.0,86,2022-01-28T01:53:00.000Z,23587.66303443575,132585197.25331143,-35.6833,-0.97615971,-2.39447393,-21.87111495,-18.96226267,-21.55248503,-32.17802431,864198222.6256517,0.0521,864865252.82,2022-01-28 01:53:00
86,873,NEM,XEM,120,2015-04-01 00:00:00,8999999999.0,8999999999.0,87,2022-01-28T01:53:00.000Z,0.09558670558800314,28434486.49605086,-14.5637,-1.25036011,0.27405962,-10.45610782,-25.63860711,-42.18406661,-45.14540873,860280350.1964415,0.0519,860280350.2,2022-01-28 01:53:00
87,5604,Secret,SCRT,27,2020-05-19 00:00:00,149815729.0,190165060.0,88,2022-01-28T01:53:00.000Z,5.69594850299858,37834859.43977289,-9.7136,-1.08899901,-2.81091801,-24.49741187,9.0235061,-9.38497789,-37.38857251,853342677.3231909,0.0514,1083170388.83,2022-01-28 01:53:00
88,3801,BORA,BORA,4,2019-03-18 00:00:00,861250000.0,1205750000.0,89,2022-01-28T01:53:00.000Z,0.9599542399654919,131181713.5819015,-39.4762,1.0376736,-0.86675798,12.36072584,-2.4813903,-26.06972048,237.13085997,826760589.1702799,0.0498,1157464824.84,2022-01-28 01:53:00
89,1168,Decred,DCR,56,2016-02-10 00:00:00,13714866.4249773,13714866.4249773,90,2022-01-28T01:53:00.000Z,60.037055989183244,9064055.37120456,-47.7619,-0.3712255,-2.11567164,-6.29680187,-17.67776355,-43.16542302,-48.50304705,823400203.4405316,0.0496,1260778175.77,2022-01-28 01:53:00
90,8646,Mina,MINA,48,2021-03-02 00:00:00,361138374.84003925,824104972.0,91,2022-01-28T01:53:00.000Z,2.222195708272875,29971818.4807336,-35.6843,-1.45145156,-0.68138628,-31.84099717,-39.01620094,-52.69079279,-52.06375772,802520146.6621761,0.0484,1831322531.94,2022-01-28 01:53:00
91,5692,Compound,COMP,241,2020-06-16 00:00:00,6527215.49606827,10000000.0,92,2022-01-28T01:53:00.000Z,122.07435381492567,69310721.53604256,-10.9111,-0.62736236,0.55277117,-22.06528713,-42.03126179,-57.38232774,-62.34968983,796805613.8933035,0.048,1220743538.15,2022-01-28 01:53:00
92,2634,XDC Network,XDC,50,2018-04-12 00:00:00,12305012698.75,37705012698.75,93,2022-01-28T01:53:00.000Z,0.06212875847902756,9462298.61191736,-10.2468,-0.68871325,-2.03987124,-20.01858933,-23.38462759,-33.37590768,-32.13639765,764495162.0420059,0.0461,2342565627.41,2022-01-28 01:53:00
93,2682,Holo,HOT,101,2018-04-29 00:00:00,173174228546.6286,177619433541.14133,94,2022-01-28T01:53:00.000Z,0.004327775719408244,50819930.92512447,-39.7432,-1.02493846,-0.60229229,-19.47361995,-44.20716028,-64.92101195,-59.77891166,749459221.5313532,0.0452,768697071.77,2022-01-28 01:53:00
94,8104,1inch Network,1INCH,203,2020-12-25 00:00:00,468114679.63022935,1500000000.0,95,2022-01-28T01:53:00.000Z,1.5679239261830538,75600617.2777484,-46.2134,-0.79561684,-1.69650278,-21.07825096,-38.80667041,-57.02223267,-69.1083498,733968206.3897516,0.0442,2351885889.27,2022-01-28 01:53:00
95,2777,IoTeX,IOTX,72,2018-05-25 00:00:00,9540779324.30788,9626124332.32,96,2022-01-28T01:53:00.000Z,0.07313095070263585,23892855.02459442,-26.6233,-1.41869486,0.77350339,-23.86977555,-43.01503794,-53.7444658,11.6202911,697726262.430687,0.0421,731309507.03,2022-01-28 01:53:00
96,2577,Ravencoin,RVN,93,2018-03-10 00:00:00,10473290000.0,10473290000.0,97,2022-01-28T01:53:00.000Z,0.06538619436789114,33826780.98970261,-31.8427,0.30693196,1.97304262,-14.62335742,-33.53151958,-41.59285888,-41.81121507,684808575.6112906,0.0413,1373110081.73,2022-01-28 01:53:00
97,5777,renBTC,RENBTC,37,2020-06-28 00:00:00,18015.52849712,18015.52849712,98,2022-01-28T01:53:00.000Z,36855.56811881507,1894717.07686409,22.7946,-0.08382398,1.51159378,-7.89164983,-23.21121365,-34.88973244,-40.66149495,663972537.7220603,0.04,504847572.09,2022-01-28 01:53:00
98,1808,OMG Network,OMG,263,2017-07-14 00:00:00,140245398.24513277,140245398.24513277,99,2022-01-28T01:53:00.000Z,4.258538011678648,365309527.03822607,14.5206,0.52301892,2.67709466,-17.02131588,-32.78455867,-47.37741273,-68.00845558,597240359.3899078,0.036,597240362.6,2022-01-28 01:53:00
99,3783,Ankr,ANKR,98,2019-03-06 00:00:00,8162899377.791667,10000000000.0,100,2022-01-28T01:53:00.000Z,0.0712153042683741,127685675.34958017,14.2015,-0.43806258,2.13434383,-10.22772941,-32.08657021,-56.95779846,-23.70023608,581323362.9015552,0.035,712153042.68,2022-01-28 01:53:00
