,Symbol,Date,Neutral,Positive,Negative,sentiment_score
7277,USDT,2021-09-22,0,2,0,1.5
7278,USDT,2021-09-21,0,0,1,-1.5
7279,USDT,2021-09-20,0,0,1,-1.5
7280,USDT,2021-09-19,1,0,0,0.0
7281,USDT,2021-09-16,2,0,1,-0.5
7282,USDT,2021-09-15,1,0,0,0.0
7283,USDT,2021-09-13,2,0,0,0.0
7284,USDT,2021-09-12,1,0,0,0.0
7285,USDT,2021-09-10,0,1,0,1.5
7286,USDT,2021-09-08,1,0,0,0.0
7287,USDT,2021-09-04,1,0,0,0.0
7288,USDT,2021-09-03,1,0,0,0.0
7289,USDT,2021-09-02,0,1,0,1.5
7290,USDT,2021-08-31,1,1,0,0.75
7291,USDT,2021-08-27,0,2,1,0.5
7292,USDT,2021-08-26,0,1,0,1.5
7293,USDT,2021-08-25,0,0,1,-1.5
7294,USDT,2021-08-24,2,1,0,0.5
7295,USDT,2021-08-23,1,1,0,0.75
7296,USDT,2021-08-19,0,1,0,1.5
7297,USDT,2021-08-18,0,1,1,0.0
7298,USDT,2021-08-17,1,0,0,0.0
7299,USDT,2021-08-16,1,1,0,0.75
7300,USDT,2021-08-14,0,0,1,-1.5
7301,USDT,2021-08-13,0,0,1,-1.5
7302,USDT,2021-08-11,0,1,2,-0.5
7303,USDT,2021-08-10,2,2,1,0.3
7304,USDT,2021-08-09,1,9,0,1.35
7305,USDT,2021-08-08,0,1,0,1.5
7306,USDT,2021-08-06,2,1,1,0.0
7307,USDT,2021-08-05,0,0,1,-1.5
7308,USDT,2021-08-04,1,0,0,0.0
7309,USDT,2021-08-03,1,0,0,0.0
7310,USDT,2021-08-02,1,0,0,0.0
7311,USDT,2021-08-01,2,0,0,0.0
7312,USDT,2021-07-31,0,0,1,-1.5
7313,USDT,2021-07-30,2,0,0,0.0
7314,USDT,2021-07-29,1,1,0,0.75
7315,USDT,2021-07-28,3,1,2,-0.25
7316,USDT,2021-07-27,3,0,0,0.0
7317,USDT,2021-07-26,2,0,26,-1.393
7318,USDT,2021-07-25,0,0,1,-1.5
7319,USDT,2021-07-24,0,0,1,-1.5
7320,USDT,2021-07-23,1,0,0,0.0
7321,USDT,2021-07-22,3,2,1,0.25
7322,USDT,2021-07-21,5,2,0,0.429
7323,USDT,2021-07-20,3,0,1,-0.375
7324,USDT,2021-07-19,2,0,2,-0.75
7325,USDT,2021-07-17,1,0,0,0.0
7326,USDT,2021-07-16,1,1,1,0.0
7327,USDT,2021-07-15,0,1,0,1.5
7328,USDT,2021-07-14,0,1,0,1.5
7329,USDT,2021-07-13,0,1,0,1.5
7330,USDT,2021-07-09,0,1,0,1.5
7331,USDT,2021-07-08,2,0,0,0.0
7332,USDT,2021-07-07,1,0,2,-1.0
7333,USDT,2021-07-06,1,1,0,0.75
7334,USDT,2021-07-04,1,0,0,0.0
7335,USDT,2021-07-02,1,0,2,-1.0
7336,USDT,2021-07-01,2,0,0,0.0
7337,USDT,2021-06-30,0,0,1,-1.5
7338,USDT,2021-06-29,0,1,0,1.5
7339,USDT,2021-06-28,0,1,0,1.5
7340,USDT,2021-06-26,1,0,1,-0.75
7341,USDT,2021-06-25,1,0,1,-0.75
7342,USDT,2021-06-22,2,1,1,0.0
7343,USDT,2021-06-21,2,1,0,0.5
7344,USDT,2021-06-19,0,0,1,-1.5
7345,USDT,2021-06-18,1,1,1,0.0
7346,USDT,2021-06-16,1,1,1,0.0
7347,USDT,2021-06-15,0,0,1,-1.5
7348,USDT,2021-06-11,0,2,0,1.5
7349,USDT,2021-06-10,1,0,0,0.0
7350,USDT,2021-06-05,1,0,0,0.0
7351,USDT,2021-06-04,1,1,0,0.75
7352,USDT,2021-06-03,1,0,0,0.0
7353,USDT,2021-06-02,2,0,0,0.0
7354,USDT,2021-06-01,2,1,0,0.5
7355,USDT,2021-05-31,1,0,0,0.0
7356,USDT,2021-05-26,1,0,0,0.0
7357,USDT,2021-05-25,0,2,1,0.5
7358,USDT,2021-05-24,1,1,0,0.75
7359,USDT,2021-05-22,1,0,0,0.0
7360,USDT,2021-05-21,0,3,0,1.5
7361,USDT,2021-05-18,1,4,0,1.2
7362,USDT,2021-05-17,2,4,1,0.643
7363,USDT,2021-05-16,0,2,0,1.5
7364,USDT,2021-05-14,2,0,0,0.0
7365,USDT,2021-05-13,9,2,0,0.273
7366,USDT,2021-05-10,1,0,0,0.0
7367,USDT,2021-05-05,1,1,0,0.75
7368,USDT,2021-05-04,2,1,0,0.5
7369,USDT,2021-05-01,1,0,0,0.0
7370,USDT,2021-04-29,1,1,0,0.75
7371,USDT,2021-04-28,1,0,0,0.0
7372,USDT,2021-04-27,1,0,0,0.0
7373,USDT,2021-04-26,0,4,0,1.5
7374,USDT,2021-04-23,4,2,0,0.5
7375,USDT,2021-04-22,1,2,0,1.0
7376,USDT,2021-04-19,3,1,0,0.375
7377,USDT,2021-04-15,1,0,0,0.0
7378,USDT,2021-04-12,1,0,0,0.0
7379,USDT,2021-04-09,1,0,0,0.0
7380,USDT,2021-04-08,2,0,0,0.0
7381,USDT,2021-04-07,1,0,0,0.0
7382,USDT,2021-04-06,2,8,0,1.2
7383,USDT,2021-04-01,1,1,0,0.75
7384,USDT,2021-03-31,1,1,0,0.75
7385,USDT,2021-03-30,0,5,0,1.5
7386,USDT,2021-03-25,0,1,0,1.5
7387,USDT,2021-03-24,0,2,0,1.5
7388,USDT,2021-03-22,0,0,1,-1.5
7389,USDT,2021-03-17,1,0,0,0.0
7390,USDT,2021-03-11,2,2,0,0.75
7391,USDT,2021-03-09,1,0,0,0.0
7392,USDT,2021-03-03,1,1,1,0.0
7393,USDT,2021-03-01,1,0,4,-1.2
7394,USDT,2021-02-28,2,0,0,0.0
7395,USDT,2021-02-24,3,0,0,0.0
7396,USDT,2021-02-23,3,13,1,1.059
7397,USDT,2021-02-22,0,1,0,1.5
7398,USDT,2021-02-21,1,0,0,0.0
7399,USDT,2021-02-19,2,4,1,0.643
7400,USDT,2021-02-18,1,0,0,0.0
7401,USDT,2021-02-10,1,4,0,1.2
7402,USDT,2021-02-07,0,2,0,1.5
7403,USDT,2021-02-06,2,2,0,0.75
7404,USDT,2021-02-05,4,0,1,-0.3
7405,USDT,2021-02-03,1,0,0,0.0
7406,USDT,2021-02-01,3,0,0,0.0
7407,USDT,2021-01-27,1,1,0,0.75
7408,USDT,2021-01-26,1,1,1,0.0
7409,USDT,2021-01-25,3,0,0,0.0
7410,USDT,2021-01-22,1,1,0,0.75
7411,USDT,2021-01-21,1,0,0,0.0
7412,USDT,2021-01-20,4,1,0,0.3
7413,USDT,2021-01-19,2,0,1,-0.5
7414,USDT,2021-01-18,3,0,0,0.0
7415,USDT,2021-01-15,2,1,2,-0.3
7416,USDT,2021-01-14,2,0,0,0.0
7417,USDT,2021-01-13,1,0,0,0.0
7418,USDT,2021-01-11,2,1,0,0.5
7419,USDT,2021-01-10,1,0,0,0.0
7420,USDT,2020-12-31,0,1,1,0.0
7421,USDT,2020-12-30,1,0,0,0.0
7422,USDT,2020-12-27,0,0,1,-1.5
7423,USDT,2020-12-21,1,0,0,0.0
7424,USDT,2020-12-18,0,2,0,1.5
7425,USDT,2020-12-15,0,1,0,1.5
7426,USDT,2020-12-14,0,1,0,1.5
7427,USDT,2020-12-11,1,0,1,-0.75
7428,USDT,2020-12-10,1,0,0,0.0
7429,USDT,2020-12-09,0,1,0,1.5
7430,USDT,2020-12-07,0,2,0,1.5
7431,USDT,2020-12-03,0,0,1,-1.5
7432,ADA,2022-02-01,3,5,1,0.667
7433,ADA,2022-01-31,6,8,2,0.563
7434,ADA,2022-01-30,2,6,1,0.833
7435,ADA,2022-01-29,3,1,1,0.0
7436,ADA,2022-01-28,10,6,4,0.15
7437,ADA,2022-01-27,5,4,2,0.273
7438,ADA,2022-01-26,7,6,3,0.281
7439,ADA,2022-01-25,5,4,3,0.125
7440,ADA,2022-01-24,7,0,10,-0.882
7441,ADA,2022-01-23,0,5,4,0.167
7442,ADA,2022-01-22,1,2,5,-0.563
7443,ADA,2022-01-21,9,6,8,-0.13
7444,ADA,2022-01-20,7,7,3,0.353
7445,ADA,2022-01-19,8,13,5,0.462
7446,ADA,2022-01-18,3,18,3,0.938
7447,ADA,2022-01-17,8,25,0,1.136
7448,ADA,2022-01-16,2,10,1,1.038
7449,ADA,2022-01-15,2,6,1,0.833
7450,ADA,2022-01-14,7,6,1,0.536
7451,ADA,2022-01-13,7,9,1,0.706
7452,ADA,2022-01-12,7,5,3,0.2
7453,ADA,2022-01-11,1,8,0,1.333
7454,ADA,2022-01-10,8,12,2,0.682
7455,ADA,2022-01-09,1,0,2,-1.0
7456,ADA,2022-01-08,4,3,4,-0.136
7457,ADA,2022-01-07,2,6,4,0.25
7458,ADA,2022-01-06,3,5,3,0.273
7459,ADA,2022-01-05,5,14,2,0.857
7460,ADA,2022-01-04,8,6,2,0.375
7461,ADA,2022-01-03,2,10,0,1.25
7462,ADA,2022-01-02,4,3,0,0.643
7463,ADA,2022-01-01,2,1,0,0.5
7464,ADA,2021-12-31,7,5,2,0.321
7465,ADA,2021-12-30,5,4,1,0.45
7466,ADA,2021-12-29,6,3,5,-0.214
7467,ADA,2021-12-28,3,7,4,0.321
7468,ADA,2021-12-27,13,6,0,0.474
7469,ADA,2021-12-26,5,5,1,0.545
7470,ADA,2021-12-25,4,5,0,0.833
7471,ADA,2021-12-24,5,6,0,0.818
7472,ADA,2021-12-23,5,4,2,0.273
7473,ADA,2021-12-22,5,7,2,0.536
7474,ADA,2021-12-21,2,6,0,1.125
7475,ADA,2021-12-20,3,2,3,-0.188
7476,ADA,2021-12-19,4,3,0,0.643
7477,ADA,2021-12-18,1,4,0,1.2
7478,ADA,2021-12-17,7,2,1,0.15
7479,ADA,2021-12-16,4,7,0,0.955
7480,ADA,2021-12-15,9,5,2,0.281
7481,ADA,2021-12-14,4,8,4,0.375
7482,ADA,2022-02-01,3,5,1,0.667
7483,ADA,2022-01-31,6,8,2,0.563
7484,ADA,2022-01-30,2,6,1,0.833
7485,ADA,2022-01-29,3,1,1,0.0
7486,ADA,2022-01-28,10,6,4,0.15
7487,ADA,2022-01-27,5,4,2,0.273
7488,ADA,2022-01-26,7,6,3,0.281
7489,ADA,2022-01-25,5,4,3,0.125
7490,ADA,2022-01-24,7,0,10,-0.882
7491,ADA,2022-01-23,0,5,4,0.167
7492,ADA,2022-01-22,1,2,5,-0.563
7493,ADA,2022-01-21,9,6,8,-0.13
7494,ADA,2022-01-20,7,7,3,0.353
7495,ADA,2022-01-19,8,13,5,0.462
7496,ADA,2022-01-18,3,18,3,0.938
7497,ADA,2022-01-17,8,25,0,1.136
7498,ADA,2022-01-16,2,10,1,1.038
7499,ADA,2022-01-15,2,6,1,0.833
7500,ADA,2022-01-14,7,6,1,0.536
7501,ADA,2022-01-13,7,9,1,0.706
7502,ADA,2022-01-12,7,5,3,0.2
7503,ADA,2022-01-11,1,8,0,1.333
7504,ADA,2022-01-10,8,12,2,0.682
7505,ADA,2022-01-09,1,0,2,-1.0
7506,ADA,2022-01-08,4,3,4,-0.136
7507,ADA,2022-01-07,2,6,4,0.25
7508,ADA,2022-01-06,3,5,3,0.273
7509,ADA,2022-01-05,5,14,2,0.857
7510,ADA,2022-01-04,8,6,2,0.375
7511,ADA,2022-01-03,2,10,0,1.25
7512,ADA,2022-01-02,4,3,0,0.643
7513,ADA,2022-01-01,2,1,0,0.5
7514,ADA,2021-12-31,7,5,2,0.321
7515,ADA,2021-12-30,5,4,1,0.45
7516,ADA,2021-12-29,6,3,5,-0.214
7517,ADA,2021-12-28,3,7,4,0.321
7518,ADA,2021-12-27,13,6,0,0.474
7519,ADA,2021-12-26,5,5,1,0.545
7520,ADA,2021-12-25,4,5,0,0.833
7521,ADA,2021-12-24,5,6,0,0.818
7522,ADA,2021-12-23,5,4,2,0.273
7523,ADA,2021-12-22,5,7,2,0.536
7524,ADA,2021-12-21,2,6,0,1.125
7525,ADA,2021-12-20,3,2,3,-0.188
7526,ADA,2021-12-19,4,3,0,0.643
7527,ADA,2021-12-18,1,4,0,1.2
7528,ADA,2021-12-17,7,2,1,0.15
7529,ADA,2021-12-16,4,7,0,0.955
7530,ADA,2021-12-15,9,5,2,0.281
7531,ADA,2021-12-14,4,8,4,0.375
7532,ADA,2021-12-13,5,2,4,-0.273
7533,ADA,2021-12-12,3,4,1,0.563
7534,ADA,2021-12-11,4,3,1,0.375
7535,ADA,2021-12-10,5,1,4,-0.45
7536,ADA,2021-12-09,4,2,2,0.0
7537,ADA,2021-12-08,8,6,2,0.375
7538,ADA,2021-12-07,3,6,1,0.75
7539,ADA,2021-12-06,5,12,4,0.571
7540,ADA,2021-12-05,5,2,1,0.188
7541,ADA,2021-12-04,5,2,3,-0.15
7542,ADA,2021-12-03,10,13,1,0.75
7543,ADA,2021-12-02,3,15,3,0.857
7544,ADA,2021-12-01,9,5,3,0.176
7545,ADA,2021-11-30,7,2,2,0.0
7546,ADA,2021-11-29,13,6,2,0.286
7547,ADA,2021-11-28,3,2,2,0.0
7548,ADA,2021-11-27,0,4,3,0.214
7549,ADA,2021-11-26,7,1,5,-0.462
7550,ADA,2021-11-25,4,0,9,-1.038
7551,ADA,2021-11-24,7,2,23,-0.984
7552,ADA,2021-11-23,5,7,4,0.281
7553,ADA,2021-11-22,5,2,6,-0.462
7554,ADA,2021-11-21,6,0,2,-0.375
7555,ADA,2021-11-20,2,2,0,0.75
7556,ADA,2021-11-19,4,7,1,0.75
7557,ADA,2021-11-18,5,3,3,0.0
7558,ADA,2021-11-17,9,10,1,0.675
7559,ADA,2021-11-16,3,2,3,-0.188
7560,ADA,2021-11-15,5,9,2,0.656
7561,ADA,2021-11-14,2,2,0,0.75
7562,ADA,2021-11-13,2,5,1,0.75
7563,ADA,2021-11-12,4,4,0,0.75
7564,ADA,2021-11-11,5,6,1,0.625
7565,ADA,2021-11-10,3,11,2,0.844
7566,ADA,2021-11-09,4,17,0,1.214
7567,ADA,2021-11-08,5,2,1,0.188
7568,ADA,2021-11-07,1,2,1,0.375
7569,ADA,2021-11-06,2,4,0,1.0
7570,ADA,2021-11-05,4,4,0,0.75
7571,ADA,2021-11-04,2,4,2,0.375
7572,ADA,2021-11-03,7,9,0,0.844
7573,ADA,2021-11-02,8,8,1,0.618
7574,ADA,2021-11-01,3,4,2,0.333
7575,ADA,2021-10-31,1,4,1,0.75
7576,ADA,2021-10-30,2,6,0,1.125
7577,ADA,2021-10-29,4,9,2,0.7
7578,ADA,2021-10-28,2,6,0,1.125
7579,ADA,2021-10-27,6,2,4,-0.25
7580,ADA,2021-10-26,5,6,1,0.625
7581,ADA,2021-10-25,5,6,0,0.818
7582,ADA,2022-02-01,3,5,1,0.667
7583,ADA,2022-01-31,6,8,2,0.563
7584,ADA,2022-01-30,2,6,1,0.833
7585,ADA,2022-01-29,3,1,1,0.0
7586,ADA,2022-01-28,10,6,4,0.15
7587,ADA,2022-01-27,5,4,2,0.273
7588,ADA,2022-01-26,7,6,3,0.281
7589,ADA,2022-01-25,5,4,3,0.125
7590,ADA,2022-01-24,7,0,10,-0.882
7591,ADA,2022-01-23,0,5,4,0.167
7592,ADA,2022-01-22,1,2,5,-0.563
7593,ADA,2022-01-21,9,6,8,-0.13
7594,ADA,2022-01-20,7,7,3,0.353
7595,ADA,2022-01-19,8,13,5,0.462
7596,ADA,2022-01-18,3,18,3,0.938
7597,ADA,2022-01-17,8,25,0,1.136
7598,ADA,2022-01-16,2,10,1,1.038
7599,ADA,2022-01-15,2,6,1,0.833
7600,ADA,2022-01-14,7,6,1,0.536
7601,ADA,2022-01-13,7,9,1,0.706
7602,ADA,2022-01-12,7,5,3,0.2
7603,ADA,2022-01-11,1,8,0,1.333
7604,ADA,2022-01-10,8,12,2,0.682
7605,ADA,2022-01-09,1,0,2,-1.0
7606,ADA,2022-01-08,4,3,4,-0.136
7607,ADA,2022-01-07,2,6,4,0.25
7608,ADA,2022-01-06,3,5,3,0.273
7609,ADA,2022-01-05,5,14,2,0.857
7610,ADA,2022-01-04,8,6,2,0.375
7611,ADA,2022-01-03,2,10,0,1.25
7612,ADA,2022-01-02,4,3,0,0.643
7613,ADA,2022-01-01,2,1,0,0.5
7614,ADA,2021-12-31,7,5,2,0.321
7615,ADA,2021-12-30,5,4,1,0.45
7616,ADA,2021-12-29,6,3,5,-0.214
7617,ADA,2021-12-28,3,7,4,0.321
7618,ADA,2021-12-27,13,6,0,0.474
7619,ADA,2021-12-26,5,5,1,0.545
7620,ADA,2021-12-25,4,5,0,0.833
7621,ADA,2021-12-24,5,6,0,0.818
7622,ADA,2021-12-23,5,4,2,0.273
7623,ADA,2021-12-22,5,7,2,0.536
7624,ADA,2021-12-21,2,6,0,1.125
7625,ADA,2021-12-20,3,2,3,-0.188
7626,ADA,2021-12-19,4,3,0,0.643
7627,ADA,2021-12-18,1,4,0,1.2
7628,ADA,2021-12-17,7,2,1,0.15
7629,ADA,2021-12-16,4,7,0,0.955
7630,ADA,2021-12-15,9,5,2,0.281
7631,ADA,2021-12-14,4,8,4,0.375
7632,ADA,2021-12-13,5,2,4,-0.273
7633,ADA,2021-12-12,3,4,1,0.563
7634,ADA,2021-12-11,4,3,1,0.375
7635,ADA,2021-12-10,5,1,4,-0.45
7636,ADA,2021-12-09,4,2,2,0.0
7637,ADA,2021-12-08,8,6,2,0.375
7638,ADA,2021-12-07,3,6,1,0.75
7639,ADA,2021-12-06,5,12,4,0.571
7640,ADA,2021-12-05,5,2,1,0.188
7641,ADA,2021-12-04,5,2,3,-0.15
7642,ADA,2021-12-03,10,13,1,0.75
7643,ADA,2021-12-02,3,15,3,0.857
7644,ADA,2021-12-01,9,5,3,0.176
7645,ADA,2021-11-30,7,2,2,0.0
7646,ADA,2021-11-29,13,6,2,0.286
7647,ADA,2021-11-28,3,2,2,0.0
7648,ADA,2021-11-27,0,4,3,0.214
7649,ADA,2021-11-26,7,1,5,-0.462
7650,ADA,2021-11-25,4,0,9,-1.038
7651,ADA,2021-11-24,7,2,23,-0.984
7652,ADA,2021-11-23,5,7,4,0.281
7653,ADA,2021-11-22,5,2,6,-0.462
7654,ADA,2021-11-21,6,0,2,-0.375
7655,ADA,2021-11-20,2,2,0,0.75
7656,ADA,2021-11-19,4,7,1,0.75
7657,ADA,2021-11-18,5,3,3,0.0
7658,ADA,2021-11-17,9,10,1,0.675
7659,ADA,2021-11-16,3,2,3,-0.188
7660,ADA,2021-11-15,5,9,2,0.656
7661,ADA,2021-11-14,2,2,0,0.75
7662,ADA,2021-11-13,2,5,1,0.75
7663,ADA,2021-11-12,4,4,0,0.75
7664,ADA,2021-11-11,5,6,1,0.625
7665,ADA,2021-11-10,3,11,2,0.844
7666,ADA,2021-11-09,4,17,0,1.214
7667,ADA,2021-11-08,5,2,1,0.188
7668,ADA,2021-11-07,1,2,1,0.375
7669,ADA,2021-11-06,2,4,0,1.0
7670,ADA,2021-11-05,4,4,0,0.75
7671,ADA,2021-11-04,2,4,2,0.375
7672,ADA,2021-11-03,7,9,0,0.844
7673,ADA,2021-11-02,8,8,1,0.618
7674,ADA,2021-11-01,3,4,2,0.333
7675,ADA,2021-10-31,1,4,1,0.75
7676,ADA,2021-10-30,2,6,0,1.125
7677,ADA,2021-10-29,4,9,2,0.7
7678,ADA,2021-10-28,2,6,0,1.125
7679,ADA,2021-10-27,6,2,4,-0.25
7680,ADA,2021-10-26,5,6,1,0.625
7681,ADA,2021-10-25,5,6,0,0.818
7682,ADA,2021-10-24,1,3,1,0.6
7683,ADA,2021-10-23,1,2,0,1.0
7684,ADA,2021-10-22,5,2,1,0.188
7685,ADA,2021-10-21,4,5,0,0.833
7686,ADA,2021-10-20,6,1,2,-0.167
7687,ADA,2021-10-19,3,8,1,0.875
7688,ADA,2021-10-18,5,5,1,0.545
7689,ADA,2021-10-17,0,1,2,-0.5
7690,ADA,2021-10-16,2,6,1,0.833
7691,ADA,2021-10-15,6,4,0,0.6
7692,ADA,2021-10-14,4,7,0,0.955
7693,ADA,2021-10-13,7,9,5,0.286
7694,ADA,2021-10-12,3,5,2,0.45
7695,ADA,2021-10-11,3,2,1,0.25
7696,ADA,2021-10-10,4,4,1,0.5
7697,ADA,2021-10-09,4,4,0,0.75
7698,ADA,2021-10-08,3,5,0,0.938
7699,ADA,2021-10-07,2,11,2,0.9
7700,ADA,2021-10-06,4,3,4,-0.136
7701,ADA,2021-10-05,1,9,2,0.875
7702,ADA,2021-10-04,3,14,3,0.825
7703,ADA,2021-10-03,5,2,1,0.188
7704,ADA,2021-10-02,1,5,0,1.25
7705,ADA,2021-10-01,5,12,1,0.917
7706,ADA,2021-09-30,2,8,2,0.75
7707,ADA,2021-09-29,7,13,2,0.75
7708,ADA,2021-09-28,0,11,3,0.857
7709,ADA,2021-09-27,6,33,5,0.955
7710,ADA,2021-09-26,4,9,0,1.038
7711,ADA,2021-09-25,7,8,2,0.529
7712,ADA,2021-09-24,8,8,2,0.5
7713,ADA,2021-09-23,8,8,3,0.395
7714,ADA,2021-09-22,5,8,2,0.6
7715,ADA,2021-09-21,6,9,4,0.395
7716,ADA,2021-09-20,9,9,5,0.261
7717,ADA,2021-09-19,1,4,2,0.429
7718,ADA,2021-09-18,5,5,0,0.75
7719,ADA,2021-09-17,9,9,4,0.341
7720,ADA,2021-09-16,6,3,0,0.5
7721,ADA,2021-09-15,3,11,3,0.706
7722,ADA,2021-09-14,5,11,3,0.632
7723,ADA,2021-09-13,8,16,10,0.265
7724,ADA,2021-09-12,4,9,0,1.038
7725,ADA,2021-09-11,1,11,0,1.375
7726,ADA,2021-09-10,9,7,3,0.316
7727,ADA,2021-09-09,12,10,4,0.346
7728,ADA,2021-09-08,5,11,6,0.341
7729,ADA,2021-09-07,9,8,7,0.063
7730,ADA,2021-09-06,5,4,5,-0.107
7731,ADA,2021-09-05,3,4,1,0.563
7732,ADA,2022-02-01,3,5,1,0.667
7733,ADA,2022-01-31,6,8,2,0.563
7734,ADA,2022-01-30,2,6,1,0.833
7735,ADA,2022-01-29,3,1,1,0.0
7736,ADA,2022-01-28,10,6,4,0.15
7737,ADA,2022-01-27,5,4,2,0.273
7738,ADA,2022-01-26,7,6,3,0.281
7739,ADA,2022-01-25,5,4,3,0.125
7740,ADA,2022-01-24,7,0,10,-0.882
7741,ADA,2022-01-23,0,5,4,0.167
7742,ADA,2022-01-22,1,2,5,-0.563
7743,ADA,2022-01-21,9,6,8,-0.13
7744,ADA,2022-01-20,7,7,3,0.353
7745,ADA,2022-01-19,8,13,5,0.462
7746,ADA,2022-01-18,3,18,3,0.938
7747,ADA,2022-01-17,8,25,0,1.136
7748,ADA,2022-01-16,2,10,1,1.038
7749,ADA,2022-01-15,2,6,1,0.833
7750,ADA,2022-01-14,7,6,1,0.536
7751,ADA,2022-01-13,7,9,1,0.706
7752,ADA,2022-01-12,7,5,3,0.2
7753,ADA,2022-01-11,1,8,0,1.333
7754,ADA,2022-01-10,8,12,2,0.682
7755,ADA,2022-01-09,1,0,2,-1.0
7756,ADA,2022-01-08,4,3,4,-0.136
7757,ADA,2022-01-07,2,6,4,0.25
7758,ADA,2022-01-06,3,5,3,0.273
7759,ADA,2022-01-05,5,14,2,0.857
7760,ADA,2022-01-04,8,6,2,0.375
7761,ADA,2022-01-03,2,10,0,1.25
7762,ADA,2022-01-02,4,3,0,0.643
7763,ADA,2022-01-01,2,1,0,0.5
7764,ADA,2021-12-31,7,5,2,0.321
7765,ADA,2021-12-30,5,4,1,0.45
7766,ADA,2021-12-29,6,3,5,-0.214
7767,ADA,2021-12-28,3,7,4,0.321
7768,ADA,2021-12-27,13,6,0,0.474
7769,ADA,2021-12-26,5,5,1,0.545
7770,ADA,2021-12-25,4,5,0,0.833
7771,ADA,2021-12-24,5,6,0,0.818
7772,ADA,2021-12-23,5,4,2,0.273
7773,ADA,2021-12-22,5,7,2,0.536
7774,ADA,2021-12-21,2,6,0,1.125
7775,ADA,2021-12-20,3,2,3,-0.188
7776,ADA,2021-12-19,4,3,0,0.643
7777,ADA,2021-12-18,1,4,0,1.2
7778,ADA,2021-12-17,7,2,1,0.15
7779,ADA,2021-12-16,4,7,0,0.955
7780,ADA,2021-12-15,9,5,2,0.281
7781,ADA,2021-12-14,4,8,4,0.375
7782,ADA,2021-12-13,5,2,4,-0.273
7783,ADA,2021-12-12,3,4,1,0.563
7784,ADA,2021-12-11,4,3,1,0.375
7785,ADA,2021-12-10,5,1,4,-0.45
7786,ADA,2021-12-09,4,2,2,0.0
7787,ADA,2021-12-08,8,6,2,0.375
7788,ADA,2021-12-07,3,6,1,0.75
7789,ADA,2021-12-06,5,12,4,0.571
7790,ADA,2021-12-05,5,2,1,0.188
7791,ADA,2021-12-04,5,2,3,-0.15
7792,ADA,2021-12-03,10,13,1,0.75
7793,ADA,2021-12-02,3,15,3,0.857
7794,ADA,2021-12-01,9,5,3,0.176
7795,ADA,2021-11-30,7,2,2,0.0
7796,ADA,2021-11-29,13,6,2,0.286
7797,ADA,2021-11-28,3,2,2,0.0
7798,ADA,2021-11-27,0,4,3,0.214
7799,ADA,2021-11-26,7,1,5,-0.462
7800,ADA,2021-11-25,4,0,9,-1.038
7801,ADA,2021-11-24,7,2,23,-0.984
7802,ADA,2021-11-23,5,7,4,0.281
7803,ADA,2021-11-22,5,2,6,-0.462
7804,ADA,2021-11-21,6,0,2,-0.375
7805,ADA,2021-11-20,2,2,0,0.75
7806,ADA,2021-11-19,4,7,1,0.75
7807,ADA,2021-11-18,5,3,3,0.0
7808,ADA,2021-11-17,9,10,1,0.675
7809,ADA,2021-11-16,3,2,3,-0.188
7810,ADA,2021-11-15,5,9,2,0.656
7811,ADA,2021-11-14,2,2,0,0.75
7812,ADA,2021-11-13,2,5,1,0.75
7813,ADA,2021-11-12,4,4,0,0.75
7814,ADA,2021-11-11,5,6,1,0.625
7815,ADA,2021-11-10,3,11,2,0.844
7816,ADA,2021-11-09,4,17,0,1.214
7817,ADA,2021-11-08,5,2,1,0.188
7818,ADA,2021-11-07,1,2,1,0.375
7819,ADA,2021-11-06,2,4,0,1.0
7820,ADA,2021-11-05,4,4,0,0.75
7821,ADA,2021-11-04,2,4,2,0.375
7822,ADA,2021-11-03,7,9,0,0.844
7823,ADA,2021-11-02,8,8,1,0.618
7824,ADA,2021-11-01,3,4,2,0.333
7825,ADA,2021-10-31,1,4,1,0.75
7826,ADA,2021-10-30,2,6,0,1.125
7827,ADA,2021-10-29,4,9,2,0.7
7828,ADA,2021-10-28,2,6,0,1.125
7829,ADA,2021-10-27,6,2,4,-0.25
7830,ADA,2021-10-26,5,6,1,0.625
7831,ADA,2021-10-25,5,6,0,0.818
7832,ADA,2021-10-24,1,3,1,0.6
7833,ADA,2021-10-23,1,2,0,1.0
7834,ADA,2021-10-22,5,2,1,0.188
7835,ADA,2021-10-21,4,5,0,0.833
7836,ADA,2021-10-20,6,1,2,-0.167
7837,ADA,2021-10-19,3,8,1,0.875
7838,ADA,2021-10-18,5,5,1,0.545
7839,ADA,2021-10-17,0,1,2,-0.5
7840,ADA,2021-10-16,2,6,1,0.833
7841,ADA,2021-10-15,6,4,0,0.6
7842,ADA,2021-10-14,4,7,0,0.955
7843,ADA,2021-10-13,7,9,5,0.286
7844,ADA,2021-10-12,3,5,2,0.45
7845,ADA,2021-10-11,3,2,1,0.25
7846,ADA,2021-10-10,4,4,1,0.5
7847,ADA,2021-10-09,4,4,0,0.75
7848,ADA,2021-10-08,3,5,0,0.938
7849,ADA,2021-10-07,2,11,2,0.9
7850,ADA,2021-10-06,4,3,4,-0.136
7851,ADA,2021-10-05,1,9,2,0.875
7852,ADA,2021-10-04,3,14,3,0.825
7853,ADA,2021-10-03,5,2,1,0.188
7854,ADA,2021-10-02,1,5,0,1.25
