,Symbol,Date,Neutral,Positive,Negative,sentiment_score
1638,BTC,2021-06-08,65,61,55,0.05
1639,BTC,2021-06-07,41,97,41,0.469
1640,BTC,2021-06-06,16,29,13,0.414
1641,BTC,2021-06-05,20,46,7,0.801
1642,BTC,2021-06-04,49,58,42,0.161
1643,BTC,2021-06-03,40,42,21,0.306
1644,BTC,2021-06-02,42,36,22,0.21
1645,BTC,2021-06-01,34,39,29,0.147
1646,BTC,2021-05-31,37,33,22,0.179
1647,BTC,2021-05-30,12,9,12,-0.136
1648,BTC,2021-05-29,17,9,14,-0.188
1649,BTC,2021-05-28,39,18,36,-0.29
1650,BTC,2021-05-27,45,30,23,0.107
1651,BTC,2021-05-26,49,35,36,-0.013
1652,BTC,2021-05-25,54,48,22,0.315
1653,BTC,2021-05-24,43,74,40,0.325
1654,BTC,2021-05-23,16,6,22,-0.545
1655,BTC,2021-05-22,22,10,19,-0.265
1656,BTC,2021-05-21,50,16,38,-0.317
1657,BTC,2021-05-20,37,36,45,-0.114
1658,BTC,2021-05-19,25,31,106,-0.694
1659,BTC,2021-05-18,31,49,34,0.197
1660,BTC,2021-05-17,52,38,52,-0.148
1661,BTC,2021-05-16,12,10,25,-0.479
1662,BTC,2021-05-15,15,17,7,0.385
1663,BTC,2021-05-14,36,29,16,0.241
1664,BTC,2021-05-13,46,26,51,-0.305
1665,BTC,2021-05-12,31,36,29,0.109
1666,BTC,2021-05-11,30,43,12,0.547
1667,BTC,2021-05-10,20,28,6,0.611
1668,BTC,2021-05-09,9,8,2,0.474
1669,BTC,2021-05-08,15,7,2,0.313
1670,BTC,2021-05-07,33,38,6,0.623
1671,BTC,2021-05-06,34,46,6,0.698
1672,BTC,2021-05-05,30,45,10,0.618
1673,BTC,2021-05-04,21,31,7,0.61
1674,BTC,2021-05-03,21,24,5,0.57
1675,BTC,2021-05-02,8,9,8,0.06
1676,BTC,2021-05-01,13,8,3,0.313
1677,BTC,2021-04-30,22,19,9,0.3
1678,BTC,2021-04-29,22,28,6,0.589
1679,BTC,2021-04-28,32,16,11,0.127
1680,BTC,2021-04-27,26,31,6,0.595
1681,BTC,2021-04-26,28,31,9,0.485
1682,BTC,2021-04-25,7,11,9,0.111
1683,BTC,2021-04-24,15,8,4,0.222
1684,BTC,2021-04-23,22,16,32,-0.343
1685,BTC,2021-04-22,37,18,18,0.0
1686,BTC,2021-04-21,20,19,20,-0.025
1687,BTC,2021-04-20,12,21,10,0.384
1688,BTC,2021-04-19,21,17,21,-0.102
1689,BTC,2021-04-18,10,7,19,-0.5
1690,BTC,2021-04-17,6,11,4,0.5
1691,BTC,2021-04-16,17,18,10,0.267
1692,BTC,2021-04-15,22,22,7,0.441
1693,BTC,2021-04-14,31,20,9,0.275
1694,BTC,2021-04-13,26,38,6,0.686
1695,BTC,2021-04-12,19,32,4,0.764
1696,BTC,2021-04-11,13,12,0,0.72
1697,BTC,2021-04-10,21,15,4,0.413
1698,BTC,2021-04-09,23,23,11,0.316
1699,BTC,2021-04-08,19,24,10,0.396
1700,BTC,2021-04-07,22,18,20,-0.05
1701,BTC,2021-04-06,14,19,8,0.402
1702,BTC,2021-04-05,36,37,4,0.643
1703,BTC,2021-04-04,12,7,4,0.196
1704,BTC,2021-04-03,14,9,0,0.587
1705,BTC,2021-04-02,20,24,2,0.717
1706,BTC,2021-04-01,33,35,3,0.676
1707,BTC,2021-03-31,21,48,13,0.64
1708,BTC,2021-03-30,27,40,4,0.761
1709,BTC,2021-03-29,29,33,3,0.692
1710,BTC,2021-03-28,15,9,1,0.48
1711,BTC,2021-03-27,13,11,7,0.194
1712,BTC,2021-03-26,19,31,6,0.67
1713,BTC,2021-03-25,16,30,25,0.106
1714,BTC,2021-03-24,15,56,13,0.768
1715,BTC,2021-03-23,26,21,16,0.119
1716,BTC,2021-03-22,23,39,9,0.634
1717,BTC,2021-03-21,8,8,7,0.065
1718,BTC,2021-03-20,12,7,2,0.357
1719,BTC,2021-03-19,24,32,12,0.441
1720,BTC,2021-03-18,26,39,14,0.475
1721,BTC,2021-03-17,31,48,16,0.505
1722,BTC,2021-03-16,26,22,22,0.0
1723,BTC,2021-03-15,27,24,22,0.041
1724,BTC,2021-03-14,10,12,1,0.717
1725,BTC,2021-03-13,17,26,0,0.907
1726,BTC,2021-03-12,35,20,3,0.44
1727,BTC,2021-03-11,35,29,4,0.551
1728,BTC,2021-03-10,26,37,3,0.773
1729,BTC,2021-03-09,24,35,6,0.669
1730,BTC,2021-03-08,30,32,5,0.604
1731,BTC,2021-03-07,13,13,2,0.589
1732,BTC,2021-03-06,14,6,4,0.125
1733,BTC,2021-03-05,34,24,13,0.232
1734,BTC,2021-03-04,31,19,13,0.143
1735,BTC,2021-03-03,35,28,7,0.45
1736,BTC,2021-03-02,16,40,10,0.682
1737,BTC,2021-03-01,36,51,16,0.51
1738,BTC,2021-02-28,21,6,13,-0.263
1739,BTC,2021-02-27,22,9,9,0.0
1740,BTC,2021-02-26,37,14,23,-0.182
1741,BTC,2021-02-25,42,26,15,0.199
1742,BTC,2021-02-24,28,50,16,0.543
1743,BTC,2021-02-23,41,23,36,-0.195
1744,BTC,2021-02-22,27,19,42,-0.392
1745,BTC,2021-02-21,17,15,4,0.458
1746,BTC,2021-02-20,23,14,3,0.413
1747,BTC,2021-02-19,31,68,7,0.863
1748,BTC,2021-02-18,36,38,10,0.5
1749,BTC,2021-02-17,31,80,17,0.738
1750,BTC,2021-02-16,23,85,8,0.996
1751,BTC,2021-02-15,20,30,14,0.375
1752,BTC,2021-02-14,3,25,9,0.649
1753,BTC,2021-02-13,12,29,0,1.061
1754,BTC,2021-02-12,21,76,7,0.995
1755,BTC,2021-02-11,30,71,8,0.867
1756,BTC,2021-02-10,25,51,24,0.405
1757,BTC,2021-02-09,25,61,3,0.978
1758,BTC,2021-02-08,26,102,4,1.114
1759,BTC,2021-02-07,7,21,5,0.727
1760,BTC,2021-02-06,8,21,0,1.086
1761,BTC,2021-02-05,21,28,11,0.425
1762,BTC,2021-02-04,16,24,6,0.587
1763,BTC,2021-02-03,18,63,6,0.983
1764,BTC,2021-02-02,28,43,6,0.721
1765,BTC,2021-02-01,20,33,7,0.65
1766,BTC,2021-01-31,14,15,8,0.284
1767,BTC,2021-01-30,9,12,5,0.404
1768,BTC,2021-01-29,21,60,8,0.876
1769,BTC,2021-01-28,23,30,16,0.304
1770,BTC,2021-01-27,26,36,27,0.152
1771,BTC,2021-01-26,17,25,24,0.023
1772,BTC,2021-01-25,29,43,13,0.529
1773,BTC,2021-01-24,14,11,9,0.088
1774,BTC,2021-01-23,14,19,6,0.5
1775,BTC,2021-01-22,28,33,31,0.033
1776,BTC,2021-01-21,23,22,52,-0.464
1777,BTC,2021-01-20,19,23,23,0.0
1778,BTC,2021-01-19,23,22,19,0.07
1779,BTC,2021-01-18,46,20,15,0.093
1780,BTC,2021-01-17,20,15,11,0.13
1781,BTC,2021-01-16,21,7,6,0.044
1782,BTC,2021-01-15,38,20,20,0.0
1783,BTC,2021-01-14,28,54,15,0.603
1784,BTC,2021-01-13,24,47,27,0.306
1785,BTC,2021-01-12,20,34,23,0.214
1786,BTC,2021-01-11,50,20,43,-0.305
1787,BTC,2021-01-10,17,14,12,0.07
1788,BTC,2021-01-09,11,18,3,0.703
1789,BTC,2021-01-08,21,51,7,0.835
1790,BTC,2021-01-07,70,40,13,0.329
1791,BTC,2021-01-06,18,52,2,1.042
1792,BTC,2021-01-05,17,48,3,0.993
1793,BTC,2021-01-04,12,22,36,-0.3
1794,BTC,2021-01-03,7,30,2,1.077
1795,BTC,2021-01-02,7,34,3,1.057
1796,BTC,2021-01-01,12,18,7,0.446
1797,BTC,2020-12-31,10,29,9,0.625
1798,BTC,2020-12-30,16,42,3,0.959
1799,BTC,2020-12-29,25,34,8,0.582
1800,BTC,2022-02-01,26,49,29,0.288
1801,BTC,2022-01-31,26,36,29,0.115
1802,BTC,2022-01-30,23,20,15,0.129
1803,BTC,2022-01-29,25,11,10,0.033
1804,BTC,2022-01-28,42,25,31,-0.092
1805,BTC,2022-01-27,22,31,49,-0.265
1806,BTC,2022-01-26,45,43,42,0.012
1807,BTC,2022-01-25,32,44,47,-0.037
1808,BTC,2022-01-24,47,24,58,-0.395
1809,BTC,2022-01-23,14,14,25,-0.311
1810,BTC,2022-01-22,9,10,42,-0.787
1811,BTC,2022-01-21,34,26,76,-0.551
1812,BTC,2022-01-20,35,41,34,0.095
1813,BTC,2022-01-19,25,40,26,0.231
1814,BTC,2022-01-18,19,38,27,0.196
1815,BTC,2022-01-17,24,32,36,-0.065
1816,BTC,2022-01-16,12,18,2,0.75
1817,BTC,2022-01-15,12,22,8,0.5
1818,BTC,2022-01-14,22,46,26,0.319
1819,BTC,2022-01-13,29,50,14,0.581
1820,BTC,2022-01-12,27,81,25,0.632
1821,BTC,2022-01-11,32,60,32,0.339
1822,BTC,2022-01-10,27,51,62,-0.118
1823,BTC,2022-01-09,22,6,15,-0.314
1824,BTC,2022-01-08,13,15,18,-0.098
1825,BTC,2022-01-07,25,19,52,-0.516
1826,BTC,2022-01-06,29,30,75,-0.504
1827,BTC,2022-01-05,28,55,42,0.156
1828,BTC,2022-01-04,29,41,21,0.33
1829,BTC,2022-01-03,45,51,11,0.561
1830,BTC,2022-01-02,12,20,9,0.402
1831,BTC,2022-01-01,12,10,8,0.1
1832,BTC,2021-12-31,22,27,16,0.254
1833,BTC,2021-12-30,31,45,12,0.563
1834,BTC,2021-12-29,47,24,25,-0.016
1835,BTC,2021-12-28,29,9,39,-0.584
1836,BTC,2021-12-27,27,42,11,0.581
1837,BTC,2021-12-26,15,12,5,0.328
1838,BTC,2021-12-25,13,11,6,0.25
1839,BTC,2021-12-24,30,39,6,0.66
1840,BTC,2021-12-23,34,39,11,0.5
1841,BTC,2021-12-22,40,37,10,0.466
1842,BTC,2021-12-21,44,54,6,0.692
1843,BTC,2021-12-20,39,19,31,-0.202
1844,BTC,2021-12-19,17,16,5,0.434
1845,BTC,2021-12-18,16,17,10,0.244
1846,BTC,2021-12-17,27,29,26,0.055
1847,BTC,2021-12-16,35,33,15,0.325
1848,BTC,2021-12-15,39,48,19,0.41
1849,BTC,2021-12-14,40,27,23,0.067
1850,BTC,2021-12-13,32,21,34,-0.224
1851,BTC,2021-12-12,19,17,6,0.393
1852,BTC,2021-12-11,22,19,12,0.198
1853,BTC,2021-12-10,34,27,29,-0.033
1854,BTC,2021-12-09,38,33,35,-0.028
1855,BTC,2021-12-08,36,31,15,0.293
1856,BTC,2021-12-07,41,61,15,0.59
1857,BTC,2021-12-06,37,26,46,-0.275
1858,BTC,2021-12-05,19,8,16,-0.279
1859,BTC,2021-12-04,20,10,43,-0.678
1860,BTC,2021-12-03,33,12,28,-0.329
1861,BTC,2021-12-02,36,23,35,-0.191
1862,BTC,2021-12-01,42,43,21,0.311
1863,BTC,2021-11-30,43,32,10,0.388
1864,BTC,2021-11-29,31,76,10,0.846
1865,BTC,2021-11-28,10,14,11,0.129
1866,BTC,2021-11-27,14,13,8,0.214
1867,BTC,2021-11-26,22,18,46,-0.488
1868,BTC,2021-11-25,27,20,15,0.121
1869,BTC,2021-11-24,24,40,14,0.5
1870,BTC,2021-11-23,32,39,29,0.15
1871,BTC,2021-11-22,29,37,36,0.015
1872,BTC,2021-11-21,9,33,7,0.796
1873,BTC,2021-11-20,24,24,7,0.464
1874,BTC,2021-11-19,27,26,40,-0.226
1875,BTC,2021-11-18,38,31,28,0.046
1876,BTC,2021-11-17,35,44,33,0.147
1877,BTC,2021-11-16,29,50,56,-0.067
1878,BTC,2021-11-15,37,61,9,0.729
1879,BTC,2021-11-14,11,34,5,0.87
1880,BTC,2021-11-13,14,22,17,0.142
1881,BTC,2021-11-12,24,50,27,0.342
1882,BTC,2021-11-11,34,47,13,0.543
1883,BTC,2021-11-10,29,60,17,0.608
1884,BTC,2021-11-09,23,66,7,0.922
1885,BTC,2021-11-08,26,85,8,0.971
1886,BTC,2021-11-07,10,20,4,0.706
1887,BTC,2021-11-06,9,19,3,0.774
1888,BTC,2021-11-05,23,50,7,0.806
1889,BTC,2021-11-04,46,39,12,0.418
1890,BTC,2021-11-03,57,42,7,0.495
1891,BTC,2021-11-02,25,62,5,0.929
1892,BTC,2021-11-01,19,62,7,0.938
1893,BTC,2021-10-31,21,19,6,0.424
1894,BTC,2021-10-30,10,18,5,0.591
1895,BTC,2021-10-29,16,44,7,0.828
1896,BTC,2021-10-28,21,56,18,0.6
1897,BTC,2021-10-27,42,34,40,-0.078
1898,BTC,2021-10-26,31,72,7,0.886
1899,BTC,2021-10-25,53,62,7,0.676
1900,BTC,2021-10-24,22,19,6,0.415
1901,BTC,2021-10-23,20,20,10,0.3
1902,BTC,2021-10-22,30,59,19,0.556
1903,BTC,2021-10-21,51,93,26,0.591
1904,BTC,2021-10-20,31,145,7,1.131
1905,BTC,2021-10-19,35,111,16,0.88
1906,BTC,2021-10-18,56,92,14,0.722
1907,BTC,2021-10-17,16,32,14,0.435
1908,BTC,2021-10-16,17,52,7,0.888
1909,BTC,2021-10-15,47,96,11,0.828
1910,BTC,2021-10-14,24,84,18,0.786
1911,BTC,2021-10-13,30,96,23,0.735
1912,BTC,2021-10-12,26,68,17,0.689
1913,BTC,2021-10-11,36,88,13,0.821
1914,BTC,2021-10-10,10,33,9,0.692
1915,BTC,2021-10-09,13,31,9,0.623
1916,BTC,2021-10-08,15,81,9,1.029
1917,BTC,2021-10-07,20,67,6,0.984
1918,BTC,2021-10-06,19,85,7,1.054
1919,BTC,2021-10-05,23,95,7,1.056
1920,BTC,2021-10-04,23,87,12,0.922
1921,BTC,2021-10-03,8,25,1,1.059
1922,BTC,2021-10-02,13,14,1,0.696
1923,BTC,2021-10-01,15,84,5,1.139
1924,BTC,2021-09-30,22,62,14,0.735
1925,BTC,2021-09-29,24,64,11,0.803
1926,BTC,2021-09-28,17,47,27,0.33
1927,BTC,2021-09-27,25,45,20,0.417
1928,BTC,2021-09-26,11,25,6,0.679
1929,BTC,2021-09-25,16,14,8,0.237
1930,BTC,2021-09-24,28,29,45,-0.235
1931,BTC,2021-09-23,20,67,12,0.833
1932,BTC,2021-09-22,23,56,19,0.566
1933,BTC,2021-09-21,29,47,30,0.241
1934,BTC,2021-09-20,16,44,48,-0.056
1935,BTC,2021-09-19,12,16,12,0.15
1936,BTC,2021-09-18,11,25,5,0.732
1937,BTC,2021-09-17,26,33,15,0.365
1938,BTC,2021-09-16,37,47,20,0.389
1939,BTC,2021-09-15,24,58,17,0.621
1940,BTC,2021-09-14,30,63,12,0.729
1941,BTC,2021-09-13,35,57,26,0.394
1942,BTC,2021-09-12,13,17,4,0.574
1943,BTC,2021-09-11,17,24,10,0.412
1944,BTC,2021-09-10,29,34,21,0.232
1945,BTC,2021-09-09,39,48,25,0.308
1946,BTC,2021-09-08,40,52,54,-0.021
1947,BTC,2021-09-07,26,81,53,0.263
1948,BTC,2021-09-06,28,66,6,0.9
1949,BTC,2021-09-05,13,19,6,0.513
1950,BTC,2021-09-04,11,20,2,0.818
1951,BTC,2021-09-03,36,25,9,0.343
1952,BTC,2021-09-02,32,50,10,0.652
1953,BTC,2021-09-01,21,49,19,0.506
1954,BTC,2021-08-31,16,53,11,0.788
1955,BTC,2021-08-30,29,35,26,0.15
1956,BTC,2021-08-29,15,14,8,0.243
1957,BTC,2021-08-28,17,21,4,0.607
1958,BTC,2021-08-27,30,47,16,0.5
1959,BTC,2021-08-26,27,30,18,0.24
1960,BTC,2021-08-25,32,55,23,0.436
1961,BTC,2021-08-24,28,72,25,0.564
1962,BTC,2021-08-23,24,88,10,0.959
1963,BTC,2021-08-22,14,30,3,0.862
1964,BTC,2021-08-21,9,31,8,0.719
1965,BTC,2021-08-20,31,61,12,0.707
1966,BTC,2021-08-19,29,40,22,0.297
1967,BTC,2021-08-18,37,47,16,0.465
1968,BTC,2021-08-17,26,37,17,0.375
1969,BTC,2021-08-16,21,35,14,0.45
1970,BTC,2021-08-15,15,19,1,0.771
1971,BTC,2021-08-14,9,25,3,0.892
1972,BTC,2021-08-13,39,36,10,0.459
1973,BTC,2021-08-12,22,46,21,0.421
1974,BTC,2021-08-11,22,55,7,0.857
1975,BTC,2021-08-10,37,58,18,0.531
1976,BTC,2021-08-09,29,76,18,0.707
1977,BTC,2021-08-08,9,27,3,0.923
1978,BTC,2021-08-07,12,24,3,0.808
1979,BTC,2021-08-06,25,51,6,0.823
1980,BTC,2021-08-05,31,65,16,0.656
1981,BTC,2021-08-04,26,56,18,0.57
1982,BTC,2021-08-03,31,58,26,0.417
1983,BTC,2021-08-02,37,77,29,0.503
1984,BTC,2021-08-01,15,23,5,0.628
1985,BTC,2021-07-31,15,35,4,0.861
1986,BTC,2021-07-30,31,57,23,0.459
1987,BTC,2021-07-29,39,57,17,0.531
1988,BTC,2021-07-28,39,61,11,0.676
1989,BTC,2021-07-27,40,47,33,0.175
1990,BTC,2021-07-26,45,86,21,0.641
1991,BTC,2021-07-25,19,24,2,0.733
1992,BTC,2021-07-24,17,30,7,0.639
1993,BTC,2021-07-23,44,44,14,0.441
1994,BTC,2021-07-22,34,77,16,0.72
1995,BTC,2021-07-21,41,88,14,0.776
1996,BTC,2021-07-20,40,24,56,-0.4
1997,BTC,2021-07-19,50,19,52,-0.409
1998,BTC,2021-07-18,13,25,11,0.429
1999,BTC,2021-07-17,12,21,15,0.188
2000,BTC,2021-07-16,33,41,21,0.316
2001,BTC,2021-07-15,45,35,35,0.0
2002,BTC,2021-07-14,38,42,37,0.064
2003,BTC,2021-07-13,50,45,38,0.079
2004,BTC,2021-07-12,38,42,29,0.179
2005,BTC,2021-07-11,8,14,5,0.5
2006,BTC,2021-07-10,10,22,14,0.261
2007,BTC,2021-07-09,30,38,36,0.029
2008,BTC,2021-07-08,43,29,45,-0.205
2009,BTC,2021-07-07,21,36,19,0.336
2010,BTC,2021-07-06,32,30,34,-0.063
2011,BTC,2021-07-05,34,21,20,0.02
2012,BTC,2021-07-04,11,18,7,0.458
2013,BTC,2021-07-03,24,20,5,0.459
2014,BTC,2021-07-02,36,42,20,0.337
2015,BTC,2021-07-01,41,41,26,0.208
2016,BTC,2021-06-30,43,53,22,0.394
2017,BTC,2021-06-29,39,66,31,0.386
2018,BTC,2021-06-28,38,79,27,0.542
2019,BTC,2021-06-27,12,24,13,0.337
2020,BTC,2021-06-26,16,13,24,-0.311
2021,BTC,2021-06-25,43,60,24,0.425
2022,BTC,2021-06-24,40,54,45,0.097
2023,BTC,2021-06-23,49,69,31,0.383
2024,BTC,2021-06-22,46,38,73,-0.334
2025,BTC,2021-06-21,38,39,73,-0.34
2026,BTC,2021-06-20,11,14,21,-0.228
2027,BTC,2021-06-19,14,15,20,-0.153
2028,BTC,2021-06-18,42,64,47,0.167
2029,BTC,2021-06-17,42,42,47,-0.057
2030,BTC,2021-06-16,47,46,26,0.252
2031,BTC,2021-06-15,39,72,18,0.628
2032,BTC,2021-06-14,42,112,15,0.861
2033,BTC,2021-06-13,12,32,8,0.692
2034,BTC,2021-06-12,18,28,17,0.262
2035,BTC,2021-06-11,55,40,34,0.07
2036,BTC,2021-06-10,56,56,47,0.085
2037,BTC,2021-06-09,57,95,28,0.558
2038,BTC,2021-06-08,65,61,55,0.05
2039,BTC,2021-06-07,41,97,41,0.469
2040,BTC,2021-06-06,16,29,13,0.414
2041,BTC,2021-06-05,20,46,7,0.801
2042,BTC,2021-06-04,49,58,42,0.161
2043,BTC,2021-06-03,40,42,21,0.306
2044,BTC,2021-06-02,42,36,22,0.21
2045,BTC,2021-06-01,34,39,29,0.147
2046,BTC,2021-05-31,37,33,22,0.179
2047,BTC,2021-05-30,12,9,12,-0.136
2048,BTC,2021-05-29,17,9,14,-0.188
2049,BTC,2021-05-28,39,18,36,-0.29
2050,BTC,2021-05-27,45,30,23,0.107
2051,BTC,2021-05-26,49,35,36,-0.013
2052,BTC,2021-05-25,54,48,22,0.315
2053,BTC,2021-05-24,43,74,40,0.325
2054,BTC,2021-05-23,16,6,22,-0.545
2055,BTC,2021-05-22,22,10,19,-0.265
2056,BTC,2021-05-21,50,16,38,-0.317
2057,BTC,2021-05-20,37,36,45,-0.114
2058,BTC,2021-05-19,25,31,106,-0.694
2059,BTC,2021-05-18,31,49,34,0.197
2060,BTC,2021-05-17,52,38,52,-0.148
2061,BTC,2021-05-16,12,10,25,-0.479
2062,BTC,2021-05-15,15,17,7,0.385
2063,BTC,2021-05-14,36,29,16,0.241
2064,BTC,2021-05-13,46,26,51,-0.305
2065,BTC,2021-05-12,31,36,29,0.109
2066,BTC,2021-05-11,30,43,12,0.547
2067,BTC,2021-05-10,20,28,6,0.611
2068,BTC,2021-05-09,9,8,2,0.474
2069,BTC,2021-05-08,15,7,2,0.313
2070,BTC,2021-05-07,33,38,6,0.623
2071,BTC,2021-05-06,34,46,6,0.698
2072,BTC,2021-05-05,30,45,10,0.618
2073,BTC,2021-05-04,21,31,7,0.61
2074,BTC,2021-05-03,21,24,5,0.57
2075,BTC,2021-05-02,8,9,8,0.06
2076,BTC,2021-05-01,13,8,3,0.313
2077,BTC,2021-04-30,22,19,9,0.3
2078,BTC,2021-04-29,22,28,6,0.589
2079,BTC,2021-04-28,32,16,11,0.127
2080,BTC,2021-04-27,26,31,6,0.595
2081,BTC,2021-04-26,28,31,9,0.485
2082,BTC,2021-04-25,7,11,9,0.111
2083,BTC,2021-04-24,15,8,4,0.222
2084,BTC,2021-04-23,22,16,32,-0.343
2085,BTC,2021-04-22,37,18,18,0.0
2086,BTC,2021-04-21,20,19,20,-0.025
2087,BTC,2021-04-20,12,21,10,0.384
2088,BTC,2021-04-19,21,17,21,-0.102
2089,BTC,2021-04-18,10,7,19,-0.5
2090,BTC,2021-04-17,6,11,4,0.5
2091,BTC,2021-04-16,17,18,10,0.267
2092,BTC,2021-04-15,22,22,7,0.441
2093,BTC,2021-04-14,31,20,9,0.275
2094,BTC,2021-04-13,26,38,6,0.686
2095,BTC,2021-04-12,19,32,4,0.764
2096,BTC,2021-04-11,13,12,0,0.72
2097,BTC,2021-04-10,21,15,4,0.413
2098,BTC,2021-04-09,23,23,11,0.316
2099,BTC,2021-04-08,19,24,10,0.396
2100,BTC,2021-04-07,22,18,20,-0.05
2101,BTC,2021-04-06,14,19,8,0.402
2102,BTC,2021-04-05,36,37,4,0.643
2103,BTC,2021-04-04,12,7,4,0.196
2104,BTC,2021-04-03,14,9,0,0.587
2105,BTC,2021-04-02,20,24,2,0.717
2106,BTC,2021-04-01,33,35,3,0.676
2107,BTC,2021-03-31,21,48,13,0.64
2108,BTC,2021-03-30,27,40,4,0.761
2109,BTC,2021-03-29,29,33,3,0.692
2110,BTC,2021-03-28,15,9,1,0.48
2111,BTC,2021-03-27,13,11,7,0.194
2112,BTC,2021-03-26,19,31,6,0.67
2113,BTC,2021-03-25,16,30,25,0.106
2114,BTC,2021-03-24,15,56,13,0.768
2115,BTC,2021-03-23,26,21,16,0.119
2116,BTC,2021-03-22,23,39,9,0.634
2117,BTC,2021-03-21,8,8,7,0.065
2118,BTC,2021-03-20,12,7,2,0.357
2119,BTC,2021-03-19,24,32,12,0.441
2120,BTC,2021-03-18,26,39,14,0.475
2121,BTC,2021-03-17,31,48,16,0.505
2122,BTC,2021-03-16,26,22,22,0.0
2123,BTC,2021-03-15,27,24,22,0.041
2124,BTC,2021-03-14,10,12,1,0.717
2125,BTC,2021-03-13,17,26,0,0.907
2126,BTC,2021-03-12,35,20,3,0.44
2127,BTC,2021-03-11,35,29,4,0.551
2128,BTC,2021-03-10,26,37,3,0.773
2129,BTC,2021-03-09,24,35,6,0.669
2130,BTC,2021-03-08,30,32,5,0.604
2131,BTC,2021-03-07,13,13,2,0.589
2132,BTC,2021-03-06,14,6,4,0.125
2133,BTC,2021-03-05,34,24,13,0.232
2134,BTC,2021-03-04,31,19,13,0.143
2135,BTC,2021-03-03,35,28,7,0.45
2136,BTC,2021-03-02,16,40,10,0.682
2137,BTC,2021-03-01,36,51,16,0.51
2138,BTC,2021-02-28,21,6,13,-0.263
2139,BTC,2021-02-27,22,9,9,0.0
2140,BTC,2021-02-26,37,14,23,-0.182
2141,BTC,2021-02-25,42,26,15,0.199
2142,BTC,2021-02-24,28,50,16,0.543
2143,BTC,2021-02-23,41,23,36,-0.195
2144,BTC,2021-02-22,27,19,42,-0.392
2145,BTC,2021-02-21,17,15,4,0.458
2146,BTC,2021-02-20,23,14,3,0.413
2147,BTC,2021-02-19,31,68,7,0.863
2148,BTC,2021-02-18,36,38,10,0.5
2149,BTC,2021-02-17,31,80,17,0.738
2150,BTC,2021-02-16,23,85,8,0.996
2151,BTC,2021-02-15,20,30,14,0.375
2152,BTC,2021-02-14,3,25,9,0.649
2153,BTC,2021-02-13,12,29,0,1.061
2154,BTC,2021-02-12,21,76,7,0.995
2155,BTC,2021-02-11,30,71,8,0.867
2156,BTC,2021-02-10,25,51,24,0.405
2157,BTC,2021-02-09,25,61,3,0.978
2158,BTC,2021-02-08,26,102,4,1.114
2159,BTC,2021-02-07,7,21,5,0.727
2160,BTC,2021-02-06,8,21,0,1.086
2161,BTC,2021-02-05,21,28,11,0.425
2162,BTC,2021-02-04,16,24,6,0.587
2163,BTC,2021-02-03,18,63,6,0.983
2164,BTC,2021-02-02,28,43,6,0.721
2165,BTC,2021-02-01,20,33,7,0.65
2166,BTC,2021-01-31,14,15,8,0.284
2167,BTC,2021-01-30,9,12,5,0.404
2168,BTC,2021-01-29,21,60,8,0.876
2169,BTC,2021-01-28,23,30,16,0.304
2170,BTC,2021-01-27,26,36,27,0.152
2171,BTC,2021-01-26,17,25,24,0.023
2172,BTC,2021-01-25,29,43,13,0.529
2173,BTC,2021-01-24,14,11,9,0.088
2174,BTC,2021-01-23,14,19,6,0.5
2175,BTC,2021-01-22,28,33,31,0.033
2176,BTC,2021-01-21,23,22,52,-0.464
2177,BTC,2021-01-20,19,23,23,0.0
2178,BTC,2021-01-19,23,22,19,0.07
2179,BTC,2021-01-18,46,20,15,0.093
2180,BTC,2021-01-17,20,15,11,0.13
2181,BTC,2021-01-16,21,7,6,0.044
2182,BTC,2021-01-15,38,20,20,0.0
2183,BTC,2021-01-14,28,54,15,0.603
2184,BTC,2021-01-13,24,47,27,0.306
2185,BTC,2021-01-12,20,34,23,0.214
2186,BTC,2021-01-11,50,20,43,-0.305
2187,BTC,2021-01-10,17,14,12,0.07
2188,BTC,2021-01-09,11,18,3,0.703
2189,BTC,2021-01-08,21,51,7,0.835
2190,BTC,2021-01-07,70,40,13,0.329
2191,BTC,2021-01-06,18,52,2,1.042
2192,BTC,2021-01-05,17,48,3,0.993
2193,BTC,2021-01-04,12,22,36,-0.3
2194,BTC,2021-01-03,7,30,2,1.077
2195,BTC,2021-01-02,7,34,3,1.057
2196,BTC,2021-01-01,12,18,7,0.446
2197,BTC,2020-12-31,10,29,9,0.625
2198,BTC,2020-12-30,16,42,3,0.959
2199,BTC,2020-12-29,25,34,8,0.582
2200,BTC,2020-12-28,30,27,7,0.469
2201,BTC,2020-12-27,11,27,5,0.767
2202,BTC,2020-12-26,3,30,2,1.2
2203,BTC,2020-12-25,9,24,1,1.015
2204,BTC,2020-12-24,18,15,8,0.256
2205,BTC,2020-12-23,14,28,8,0.6
2206,BTC,2020-12-22,23,41,10,0.628
2207,BTC,2020-12-21,31,38,29,0.138
2208,BTC,2020-12-20,16,21,2,0.731
2209,BTC,2020-12-19,14,24,4,0.714
2210,BTC,2020-12-18,27,48,6,0.778
2211,BTC,2020-12-17,19,87,18,0.835
2212,BTC,2020-12-16,18,110,8,1.125
2213,BTC,2020-12-15,15,50,19,0.554
2214,BTC,2020-12-14,14,44,9,0.784
2215,BTC,2020-12-13,13,26,2,0.878
