,Date,Open,High,Low,Close,Adj Close,Volume
22231,2016-07-07,2100.419922,2109.080078,2089.389893,2097.899902,2097.899902,3604550000
22232,2016-07-08,2106.969971,2131.709961,2106.969971,2129.899902,2129.899902,3607500000
22233,2016-07-11,2131.719971,2143.159912,2131.719971,2137.159912,2137.159912,3253340000
22234,2016-07-12,2139.5,2155.399902,2139.5,2152.139893,2152.139893,4097820000
22235,2016-07-13,2153.810059,2156.449951,2146.209961,2152.429932,2152.429932,3502320000
22236,2016-07-14,2157.879883,2168.98999,2157.879883,2163.75,2163.75,3465610000
22237,2016-07-15,2165.129883,2169.050049,2155.790039,2161.73999,2161.73999,3122600000
22238,2016-07-18,2162.040039,2168.350098,2159.629883,2166.889893,2166.889893,3009310000
22239,2016-07-19,2163.790039,2164.629883,2159.01001,2163.780029,2163.780029,2968340000
22240,2016-07-20,2166.100098,2175.629883,2164.889893,2173.02002,2173.02002,3211860000
22241,2016-07-21,2172.909912,2174.560059,2159.75,2165.169922,2165.169922,3438900000
22242,2016-07-22,2166.469971,2175.110107,2163.23999,2175.030029,2175.030029,3023280000
22243,2016-07-25,2173.709961,2173.709961,2161.949951,2168.47998,2168.47998,3057240000
22244,2016-07-26,2168.969971,2173.540039,2160.179932,2169.179932,2169.179932,3442350000
22245,2016-07-27,2169.810059,2174.97998,2159.070068,2166.580078,2166.580078,3995500000
22246,2016-07-28,2166.050049,2172.850098,2159.73999,2170.060059,2170.060059,3664240000
22247,2016-07-29,2168.830078,2177.090088,2163.48999,2173.600098,2173.600098,4038840000
22248,2016-08-01,2173.149902,2178.290039,2166.209961,2170.840088,2170.840088,3505990000
22249,2016-08-02,2169.939941,2170.199951,2147.580078,2157.030029,2157.030029,3848750000
22250,2016-08-03,2156.810059,2163.790039,2152.560059,2163.790039,2163.790039,3786530000
22251,2016-08-04,2163.51001,2168.189941,2159.070068,2164.25,2164.25,3709200000
22252,2016-08-05,2168.790039,2182.870117,2168.790039,2182.870117,2182.870117,3663070000
22253,2016-08-08,2183.76001,2185.439941,2177.850098,2180.889893,2180.889893,3327550000
22254,2016-08-09,2182.23999,2187.659912,2178.610107,2181.73999,2181.73999,3334300000
22255,2016-08-10,2182.810059,2183.409912,2172.0,2175.48999,2175.48999,3254950000
22256,2016-08-11,2177.969971,2188.449951,2177.969971,2185.790039,2185.790039,3423160000
22257,2016-08-12,2183.73999,2186.280029,2179.419922,2184.050049,2184.050049,3000660000
22258,2016-08-15,2186.080078,2193.810059,2186.080078,2190.149902,2190.149902,3078530000
22259,2016-08-16,2186.23999,2186.23999,2178.139893,2178.149902,2178.149902,3196400000
22260,2016-08-17,2177.840088,2183.080078,2168.5,2182.219971,2182.219971,3388910000
22261,2016-08-18,2181.899902,2187.030029,2180.459961,2187.02002,2187.02002,3300570000
22262,2016-08-19,2184.23999,2185.0,2175.129883,2183.870117,2183.870117,3084800000
22263,2016-08-22,2181.580078,2185.149902,2175.959961,2182.639893,2182.639893,2777550000
22264,2016-08-23,2187.810059,2193.419922,2186.800049,2186.899902,2186.899902,3041490000
22265,2016-08-24,2185.090088,2186.659912,2171.25,2175.439941,2175.439941,3148280000
22266,2016-08-25,2173.290039,2179.0,2169.73999,2172.469971,2172.469971,2969310000
22267,2016-08-26,2175.100098,2187.939941,2160.389893,2169.040039,2169.040039,3342340000
22268,2016-08-29,2170.189941,2183.47998,2170.189941,2180.379883,2180.379883,2654780000
22269,2016-08-30,2179.449951,2182.27002,2170.409912,2176.120117,2176.120117,3006800000
22270,2016-08-31,2173.560059,2173.790039,2161.350098,2170.949951,2170.949951,3766390000
22271,2016-09-01,2171.330078,2173.560059,2157.090088,2170.860107,2170.860107,3392120000
22272,2016-09-02,2177.48999,2184.870117,2173.590088,2179.97998,2179.97998,3091120000
22273,2016-09-06,2181.610107,2186.570068,2175.100098,2186.47998,2186.47998,3447650000
22274,2016-09-07,2185.169922,2187.870117,2179.070068,2186.159912,2186.159912,3319420000
22275,2016-09-08,2182.76001,2184.939941,2177.48999,2181.300049,2181.300049,3727840000
22276,2016-09-09,2169.080078,2169.080078,2127.810059,2127.810059,2127.810059,4233960000
22277,2016-09-12,2120.860107,2163.300049,2119.120117,2159.040039,2159.040039,4010480000
22278,2016-09-13,2150.469971,2150.469971,2120.27002,2127.02002,2127.02002,4141670000
22279,2016-09-14,2127.860107,2141.330078,2119.899902,2125.77002,2125.77002,3664100000
22280,2016-09-15,2125.360107,2151.310059,2122.360107,2147.26001,2147.26001,3373720000
22281,2016-09-16,2146.47998,2146.47998,2131.199951,2139.159912,2139.159912,5014360000
22282,2016-09-19,2143.98999,2153.610107,2135.909912,2139.120117,2139.120117,3163000000
22283,2016-09-20,2145.939941,2150.800049,2139.169922,2139.76001,2139.76001,3140730000
22284,2016-09-21,2144.580078,2165.110107,2139.570068,2163.120117,2163.120117,3712090000
22285,2016-09-22,2170.939941,2179.98999,2170.939941,2177.179932,2177.179932,3552830000
22286,2016-09-23,2173.290039,2173.75,2163.969971,2164.689941,2164.689941,3317190000
22287,2016-09-26,2158.540039,2158.540039,2145.040039,2146.100098,2146.100098,3216170000
22288,2016-09-27,2146.040039,2161.129883,2141.550049,2159.929932,2159.929932,3437770000
22289,2016-09-28,2161.850098,2172.399902,2151.790039,2171.370117,2171.370117,3891460000
22290,2016-09-29,2168.899902,2172.669922,2145.199951,2151.129883,2151.129883,4249220000
22291,2016-09-30,2156.51001,2175.300049,2156.51001,2168.27002,2168.27002,4173340000
22292,2016-10-03,2164.330078,2164.409912,2154.77002,2161.199951,2161.199951,3137550000
22293,2016-10-04,2163.370117,2165.459961,2144.01001,2150.48999,2150.48999,3750890000
22294,2016-10-05,2155.149902,2163.949951,2155.149902,2159.72998,2159.72998,3906550000
22295,2016-10-06,2158.219971,2162.929932,2150.280029,2160.77002,2160.77002,3461550000
22296,2016-10-07,2164.189941,2165.860107,2144.850098,2153.73999,2153.73999,3619890000
22297,2016-10-10,2160.389893,2169.600098,2160.389893,2163.659912,2163.659912,2916550000
22298,2016-10-11,2161.350098,2161.560059,2128.840088,2136.72998,2136.72998,3438270000
22299,2016-10-12,2137.669922,2145.360107,2132.77002,2139.179932,2139.179932,2977100000
22300,2016-10-13,2130.26001,2138.189941,2114.719971,2132.550049,2132.550049,3580450000
22301,2016-10-14,2139.679932,2149.189941,2132.97998,2132.97998,2132.97998,3228150000
22302,2016-10-17,2132.949951,2135.610107,2124.429932,2126.5,2126.5,2830390000
22303,2016-10-18,2138.310059,2144.379883,2135.48999,2139.600098,2139.600098,3170000000
22304,2016-10-19,2140.810059,2148.439941,2138.149902,2144.290039,2144.290039,3362670000
22305,2016-10-20,2142.51001,2147.179932,2133.439941,2141.340088,2141.340088,3337170000
22306,2016-10-21,2139.429932,2142.629883,2130.090088,2141.159912,2141.159912,3448850000
22307,2016-10-24,2148.5,2154.790039,2146.909912,2151.330078,2151.330078,3357320000
22308,2016-10-25,2149.719971,2151.439941,2141.929932,2143.159912,2143.159912,3751340000
22309,2016-10-26,2136.969971,2145.72998,2131.590088,2139.429932,2139.429932,3775200000
22310,2016-10-27,2144.060059,2147.129883,2132.52002,2133.040039,2133.040039,4204830000
22311,2016-10-28,2132.22998,2140.719971,2119.360107,2126.409912,2126.409912,4019510000
