,Name,Date,High,Low,Open,Close,Volume,Marketcap
1164,Bitcoin,2016-07-06 23:59:59,681.8980102539062,670.4180297851562,670.4180297851562,677.3309936523438,134960992.0,10661460872.4
1165,Bitcoin,2016-07-07 23:59:59,682.4320068359375,611.833984375,678.0900268554688,640.56201171875,258091008.0,10084880015.6
1166,Bitcoin,2016-07-08 23:59:59,666.7069702148438,636.4669799804688,640.68798828125,666.5230102539062,141970000.0,10496037616.4
1167,Bitcoin,2016-07-09 23:59:59,666.3839721679688,633.3989868164062,666.3839721679688,650.9600219726562,180536000.0,10252979329.9
1168,Bitcoin,2016-07-10 23:59:59,652.2940063476562,641.2639770507812,650.5989990234375,649.3599853515625,102532000.0,10229001841.0
1169,Bitcoin,2016-07-11 23:59:59,659.6290283203125,644.97998046875,648.4840087890625,647.6589965820312,107910000.0,10203318330.2
1170,Bitcoin,2016-07-12 23:59:59,675.2589721679688,646.7789916992188,648.2830200195312,664.551025390625,138172992.0,10470577835.3
1171,Bitcoin,2016-07-13 23:59:59,668.7000122070312,654.468017578125,664.7969970703125,654.468017578125,131449000.0,10312716681.1
1172,Bitcoin,2016-07-14 23:59:59,662.9019775390625,652.9229736328125,652.9229736328125,658.0780029296875,98511400.0,10370714377.5
1173,Bitcoin,2016-07-15 23:59:59,667.0770263671875,659.0399780273438,659.1710205078125,663.2550048828125,81673104.0,10453381649.6
1174,Bitcoin,2016-07-16 23:59:59,666.4600219726562,659.333984375,663.781005859375,660.7670288085938,50330200.0,10415413843.4
1175,Bitcoin,2016-07-17 23:59:59,682.364990234375,661.9929809570312,661.9929809570312,679.458984375,74407904.0,10711263459.6
1176,Bitcoin,2016-07-18 23:59:59,681.5549926757812,668.625,679.8090209960938,673.1060180664062,69465000.0,10612299585.4
1177,Bitcoin,2016-07-19 23:59:59,673.2769775390625,667.6320190429688,672.7379760742188,672.864013671875,61203300.0,10609525767.2
1178,Bitcoin,2016-07-20 23:59:59,672.9290161132812,663.3599853515625,672.8060302734375,665.6849975585938,94636400.0,10497527595.7
1179,Bitcoin,2016-07-21 23:59:59,666.218994140625,660.4149780273438,665.22802734375,665.0120239257812,60491800.0,10487976073.3
1180,Bitcoin,2016-07-22 23:59:59,666.5830078125,646.7219848632812,664.9219970703125,650.6190185546875,134169000.0,10261989674.1
1181,Bitcoin,2016-07-23 23:59:59,656.3660278320312,648.5239868164062,650.7260131835938,655.5560302734375,69532200.0,10340881944.1
1182,Bitcoin,2016-07-24 23:59:59,663.1099853515625,652.7930297851562,655.4099731445312,661.2849731445312,118184000.0,10432244355.1
1183,Bitcoin,2016-07-25 23:59:59,661.8280029296875,653.39501953125,661.2630004882812,654.0969848632812,78176496.0,10319876748.9
1184,Bitcoin,2016-07-26 23:59:59,656.2249755859375,645.8790283203125,654.2260131835938,651.7839965820312,225135008.0,10284392843.4
1185,Bitcoin,2016-07-27 23:59:59,657.4559936523438,648.447021484375,651.6270141601562,654.3519897460938,147460992.0,10325917978.9
1186,Bitcoin,2016-07-28 23:59:59,657.594970703125,654.4920043945312,654.4920043945312,655.0349731445312,86428400.0,10337749269.3
1187,Bitcoin,2016-07-29 23:59:59,657.7960205078125,654.7860107421875,655.1110229492188,656.9920043945312,60703500.0,10369809305.9
1188,Bitcoin,2016-07-30 23:59:59,658.2230224609375,654.208984375,657.0120239257812,655.0469970703125,38456100.0,10340045284.2
1189,Bitcoin,2016-07-31 23:59:59,655.2849731445312,624.364990234375,655.0999755859375,624.6810302734375,110818000.0,9861866432.96
1190,Bitcoin,2016-08-01 23:59:59,626.1190185546875,605.8839721679688,624.6019897460938,606.27197265625,121887000.0,9572348580.1
1191,Bitcoin,2016-08-02 23:59:59,612.8480224609375,531.333984375,606.39697265625,547.4650268554688,330932992.0,8644864334.94
1192,Bitcoin,2016-08-03 23:59:59,573.3599853515625,541.5469970703125,548.656005859375,566.35498046875,207982000.0,8944279139.34
1193,Bitcoin,2016-08-04 23:59:59,579.4959716796875,565.7769775390625,566.3289794921875,578.2890014648438,125292000.0,9133817994.68
1194,Bitcoin,2016-08-05 23:59:59,578.281005859375,569.9819946289062,578.281005859375,575.0430297851562,66127900.0,9083715053.11
1195,Bitcoin,2016-08-06 23:59:59,588.39599609375,569.468994140625,575.030029296875,587.7780151367188,80797296.0,9286055404.13
1196,Bitcoin,2016-08-07 23:59:59,597.5130004882812,586.8159790039062,587.77099609375,592.6900024414062,82398400.0,9364710626.88
1197,Bitcoin,2016-08-08 23:59:59,592.9940185546875,588.0469970703125,592.7360229492188,591.0540161132812,61194100.0,9339910962.91
1198,Bitcoin,2016-08-09 23:59:59,591.0910034179688,584.7930297851562,591.0380249023438,587.801025390625,92228096.0,9289374234.8
1199,Bitcoin,2016-08-10 23:59:59,599.9840087890625,586.3709716796875,587.6480102539062,592.10302734375,102905000.0,9358441335.08
1200,Bitcoin,2016-08-11 23:59:59,597.5419921875,589.1199951171875,592.1240234375,589.1199951171875,74514400.0,9312340020.48
1201,Bitcoin,2016-08-12 23:59:59,589.9099731445312,583.8109741210938,588.7979736328125,587.5590209960938,69218000.0,9288722581.24
1202,Bitcoin,2016-08-13 23:59:59,589.7739868164062,584.97900390625,587.3569946289062,585.5880126953125,43563000.0,9258715471.54
1203,Bitcoin,2016-08-14 23:59:59,585.666015625,564.781005859375,585.5889892578125,570.4730224609375,60851100.0,9020848474.94
1204,Bitcoin,2016-08-15 23:59:59,573.5800170898438,563.239990234375,570.4940185546875,567.239990234375,57262300.0,8970719083.2
1205,Bitcoin,2016-08-16 23:59:59,581.7379760742188,566.7160034179688,567.2429809570312,577.4390258789062,58405200.0,9132941526.43
1206,Bitcoin,2016-08-17 23:59:59,580.8939819335938,571.4299926757812,577.760986328125,573.2160034179688,54443000.0,9066995409.02
1207,Bitcoin,2016-08-18 23:59:59,577.7919921875,573.4299926757812,573.7069702148438,574.3179931640625,59896600.0,9085487924.62
1208,Bitcoin,2016-08-19 23:59:59,578.2379760742188,574.1820068359375,574.3389892578125,575.6300048828125,50631600.0,9107313927.36
1209,Bitcoin,2016-08-20 23:59:59,582.8179931640625,575.4569702148438,576.083984375,581.697021484375,45301400.0,9204384754.4
1210,Bitcoin,2016-08-21 23:59:59,584.1580200195312,580.218017578125,581.9390258789062,581.3079833984375,38299400.0,9199366516.7
1211,Bitcoin,2016-08-22 23:59:59,588.447998046875,580.593994140625,581.3109741210938,586.7529907226562,72844000.0,9286647693.55
1212,Bitcoin,2016-08-23 23:59:59,589.4739990234375,581.6339721679688,586.77099609375,583.4149780273438,85349200.0,9234845697.42
1213,Bitcoin,2016-08-24 23:59:59,583.5900268554688,579.85498046875,583.4119873046875,580.1820068359375,56328200.0,9184728960.5
1214,Bitcoin,2016-08-25 23:59:59,580.4509887695312,575.1669921875,580.1799926757812,577.760986328125,136130000.0,9147297035.52
1215,Bitcoin,2016-08-26 23:59:59,580.6229858398438,576.8579711914062,577.7529907226562,579.6510009765625,48856800.0,9178145243.32
1216,Bitcoin,2016-08-27 23:59:59,579.844970703125,568.6300048828125,579.4520263671875,569.947021484375,59698300.0,9025464112.14
1217,Bitcoin,2016-08-28 23:59:59,574.0380249023438,569.739990234375,569.8300170898438,573.9119873046875,86301600.0,9089312934.82
1218,Bitcoin,2016-08-29 23:59:59,576.2780151367188,573.4650268554688,574.0709838867188,574.1069946289062,110398000.0,9093420855.11
1219,Bitcoin,2016-08-30 23:59:59,578.3569946289062,574.114013671875,574.114013671875,577.5029907226562,70342400.0,9148340523.6
1220,Bitcoin,2016-08-31 23:59:59,577.8610229492188,573.6420288085938,577.5910034179688,575.4719848632812,75840896.0,9117106216.7
1221,Bitcoin,2016-09-01 23:59:59,576.3109741210938,571.8140258789062,575.5460205078125,572.302978515625,76923400.0,9067854883.5
1222,Bitcoin,2016-09-02 23:59:59,575.6430053710938,570.8109741210938,572.4099731445312,575.5369873046875,79910800.0,9120159588.88
1223,Bitcoin,2016-09-03 23:59:59,599.5,574.0560302734375,575.5549926757812,598.2119750976562,159014000.0,9480380026.32
1224,Bitcoin,2016-09-04 23:59:59,611.8369750976562,596.8480224609375,598.5900268554688,608.6339721679688,97942896.0,9646846465.46
1225,Bitcoin,2016-09-05 23:59:59,609.0549926757812,602.2420043945312,608.989990234375,606.5900268554688,82446800.0,9615468144.84
1226,Bitcoin,2016-09-06 23:59:59,610.8300170898438,605.0910034179688,606.5059814453125,610.4359741210938,78529104.0,9677437247.52
1227,Bitcoin,2016-09-07 23:59:59,614.5449829101562,608.5130004882812,610.572998046875,614.5440063476562,75032400.0,9743676239.81
1228,Bitcoin,2016-09-08 23:59:59,628.77001953125,613.843994140625,614.635009765625,626.3159790039062,86713000.0,9931412643.55
1229,Bitcoin,2016-09-09 23:59:59,626.8300170898438,620.2630004882812,626.3519897460938,622.8610229492188,64550200.0,9877681031.6
1230,Bitcoin,2016-09-10 23:59:59,625.094970703125,622.39501953125,622.927001953125,623.5089721679688,45016800.0,9889124589.92
1231,Bitcoin,2016-09-11 23:59:59,628.8179931640625,600.5059814453125,623.4240112304688,606.718994140625,73610800.0,9624021892.48
